Date,AMZN.O,NVDA.O,GOOGL.O,GOOG.O,AVGO.O,MU.O,AMAT.O,APP.O,RTX.N,AMD.O,CAT.N,FCX.N,TSLA.O,BA.N,LMT.N,REMX.O
2018-01-02,59.4505,4.98375,53.6605,53.25,26.701,43.67,53.04,,75.59064,10.98,157.04,19.77,21.368645,296.84,318.54,
2018-01-03,60.21,5.31175,54.576,54.124,26.993,44.98,53.98,,76.699491,11.55,157.28,19.47,21.149979,297.8,321.21,
2018-01-04,60.4795,5.33975,54.788,54.32,27.002,46.88,54.29,,76.941315,12.12,159.44,19.74,20.974646,296.67,326.72,
2018-01-05,61.457,5.385,55.5145,55.1115,27.162,45.8,54.6,,77.601907,11.88,161.96,19.9,21.105312,308.84,329.68,
2018-01-08,62.3435,5.55,55.7105,55.347,27.227,45.55,55.92,,78.339176,12.28,166.03,19.81,22.427311,310.15,328.16,
2018-01-09,62.635,5.5485,55.6395,55.313,26.85,42.97,54.86,,79.194407,11.82,166.43,18.92,22.245978,318.43,330.51,
2018-01-10,62.7165,5.592,55.507,55.1305,26.283,43.31,53.3,,79.56599,11.96,165.87,19.51,22.319978,320.26,331.05,
2018-01-11,63.834,5.602,55.6025,55.276,26.35,42.82,53.2,,79.619073,12.14,169.2,19.88,22.529977,328.12,331.13,
2018-01-12,65.26,5.5745,56.5325,56.113,26.429,42.81,53.45,,80.556879,12.02,170.3,19.75,22.414644,336.21,336.25,
2018-01-16,65.243,5.50275,56.535,56.088,26.325,42.92,54.5,,79.017463,11.91,169.31,19.32,22.670644,335.16,330.11,
2018-01-17,64.75,5.618,56.955,56.599,26.581,44.26,57.34,,79.282879,12.18,168.5,19.77,23.143977,351.01,334.86,
2018-01-18,64.666,5.611,56.7985,56.4895,26.98,43.99,57.4,,79.394944,12.47,168.83,19.4,22.97131,340.16,333.0,
2018-01-19,64.729,5.75275,57.175,56.8755,26.639,42.75,57.4,,80.155805,12.59,170.41,19.96,23.334643,337.73,332.0,
2018-01-22,66.3655,5.84225,58.208,57.7905,26.211,42.88,57.46,,79.748833,12.65,170.89,19.99,23.43731,338.0,329.0,
2018-01-23,68.127,5.97275,58.8085,58.4985,26.29,43.95,57.79,,80.232481,12.94,169.43,19.55,23.51931,335.59,328.7,
2018-01-24,67.8755,5.895,58.5645,58.212,25.686,43.08,56.88,,80.026045,12.71,168.34,19.6,23.05931,334.69,330.49,
2018-01-25,68.8975,5.90875,59.107,58.5185,24.729,43.01,55.76,,81.246962,12.41,169.37,19.82,22.509311,343.11,334.72,
2018-01-26,70.1025,6.08325,59.378,58.792,25.079,43.67,57.12,,81.382619,12.95,167.06,19.54,22.856644,343.22,344.9,
2018-01-29,70.884,6.17125,59.324,58.779,24.547,43.29,55.33,,80.609962,13.32,162.58,19.63,23.301977,340.82,351.42,
2018-01-30,71.891,6.068,58.8685,58.1845,24.098,41.67,53.38,,80.509693,12.87,163.76,19.13,23.054644,337.71,350.39,
2018-01-31,72.5445,6.145,59.111,58.497,24.803,43.72,53.63,,81.400314,13.74,162.78,19.5,23.620643,354.37,354.85,
2018-02-01,69.5,6.0125,59.0795,58.385,23.879,42.49,53.28,,81.583156,13.25,162.24,19.45,23.28331,356.94,357.38,
2018-02-02,71.4975,5.838,55.96,55.595,23.548,40.82,50.68,,79.394944,12.45,157.49,17.97,22.916644,348.91,352.66,
2018-02-05,69.5,5.3425,53.1195,52.79,22.81,39.4,48.31,,75.04801,11.57,151.08,17.65,22.208644,328.88,336.46,
2018-02-06,72.142,5.6395,54.2215,54.03,24.038,43.88,50.25,,76.563834,11.65,156.41,18.74,22.264644,340.91,337.59,
2018-02-07,70.839,5.72,52.7705,52.429,23.738,42.01,48.69,,77.837833,11.6,154.34,17.86,22.999977,348.12,345.43,
2018-02-08,67.525,5.438,50.3855,50.076,22.957,40.0,45.75,,75.189566,11.22,145.99,17.16,21.015312,329.66,334.3,
2018-02-09,66.98,5.802,52.3135,51.889,23.55,40.41,48.08,,73.74452,11.31,149.21,17.57,20.694646,332.83,341.42,
2018-02-12,69.3115,5.70075,52.728,52.597,24.44,42.19,49.5,,75.130584,11.68,152.29,17.57,21.048646,343.8,345.81,
2018-02-13,70.7255,5.81575,52.707,52.605,24.586,42.63,49.55,,74.180983,11.78,153.97,17.8,21.577312,343.16,350.23,
2018-02-14,72.5525,6.0355,53.635,53.485,24.766,43.45,51.96,,74.72951,12.2,158.06,19.12,21.487312,344.85,354.66,
2018-02-15,73.088,6.1625,54.568,54.476,25.183,43.5,53.99,,76.675899,12.19,159.98,19.12,22.270978,356.46,361.0,
2018-02-16,72.4345,6.096,54.775,54.74,24.889,44.21,55.03,,76.239436,11.82,156.29,18.73,22.365978,355.04,360.53,
2018-02-20,73.4175,6.227,55.1795,55.123,24.962,44.9,56.66,,74.587955,12.02,155.56,18.43,22.317978,353.35,358.69,
2018-02-21,74.146,6.03775,55.6875,55.567,24.862,44.54,56.13,,76.239436,11.72,155.23,18.73,22.219978,352.37,357.06,
2018-02-22,74.267,6.05375,55.495,55.3315,24.935,44.25,56.07,,78.787435,11.84,158.86,19.16,23.077977,355.92,355.41,
2018-02-23,75.0,6.14825,56.4045,56.3395,25.371,46.53,57.01,,78.533815,12.07,162.41,19.55,23.469977,356.66,358.69,
2018-02-26,76.0975,6.1645,57.185,57.1875,25.295,47.98,58.81,,79.902184,12.42,163.69,19.53,23.827976,363.48,358.7,
2018-02-27,75.599,6.1515,55.8755,55.9145,25.181,48.58,57.64,,78.982074,12.53,161.26,19.09,23.39931,364.64,358.17,
2018-02-28,75.6225,6.05,55.196,55.2365,24.646,48.81,57.59,,79.47162,12.11,154.63,18.6,22.870644,362.21,352.44,
2018-03-01,74.6725,5.80525,53.5705,53.476,24.331,47.62,57.07,,76.852843,11.9,150.23,18.54,22.061978,349.69,339.69,
2018-03-02,75.0125,5.9135,54.207,53.946,25.087,49.11,58.03,,76.64051,11.81,146.38,18.32,22.341311,344.67,341.72,
2018-03-05,76.1805,5.89125,54.738,54.5465,24.698,52.03,57.63,,77.684482,11.91,151.12,18.19,22.223311,352.75,342.36,
2018-03-06,76.882,6.054,55.045,54.753,25.096,53.74,59.99,,77.6255,11.76,153.75,18.7,21.879978,348.92,339.5,
2018-03-07,77.25,6.046,55.752,55.482,24.705,53.97,59.42,,77.224426,12.24,151.51,18.12,22.153311,347.04,342.2,
2018-03-08,77.593,6.0295,56.469,56.3,24.695,55.22,59.37,,77.419065,11.97,153.59,17.87,21.939978,348.73,341.78,
2018-03-09,78.9445,6.13325,58.042,58.002,25.378,54.59,61.61,,79.076444,11.7,158.25,18.43,21.811312,354.52,340.49,
2018-03-12,79.9195,6.244,58.2965,58.225,26.284,59.37,60.97,,77.56062,11.52,154.5,18.56,23.033977,344.19,333.1,
2018-03-13,79.409,6.19275,56.9955,56.9085,26.122,59.43,59.69,,76.764371,11.64,153.69,18.48,22.789311,338.67,333.46,
2018-03-14,79.55,6.2185,57.4445,57.4745,26.059,59.78,60.23,,76.428176,11.36,152.54,18.66,21.775312,330.26,331.68,
2018-03-15,79.116,6.2335,57.5305,57.479,26.776,58.84,60.28,,76.233538,11.46,154.57,18.41,21.706645,329.98,333.23,
2018-03-16,78.584,6.262,56.721,56.7865,25.487,60.58,59.44,,75.690908,11.47,156.46,18.36,21.423312,330.47,331.4,
2018-03-19,77.2465,6.025,55.0035,54.991,24.495,60.14,58.5,,75.024418,11.43,152.15,18.05,20.903979,331.76,335.25,
2018-03-20,79.3255,6.2395,54.79,54.8855,24.236,61.15,59.23,,75.000825,11.11,154.06,18.49,20.703313,337.63,335.6,
2018-03-21,79.093,6.214,54.7,54.544,24.6,61.07,60.78,,74.906455,11.26,155.8,19.18,21.101979,337.1,335.47,
2018-03-22,77.246,6.04625,52.6575,52.454,24.357,58.92,58.96,,73.178298,10.91,146.9,18.05,20.606646,319.61,327.15,
2018-03-23,74.778,5.82425,51.3275,51.0785,24.248,54.21,55.38,,72.140224,10.63,144.29,17.52,20.102647,321.0,336.31,
2018-03-26,77.793,6.112,52.7045,52.6605,24.773,55.56,58.47,,74.694121,10.44,149.19,17.75,20.278646,328.97,343.93,
2018-03-27,74.8525,5.638,50.347,50.255,24.437,52.4,55.44,,73.891974,10.0,146.99,17.24,18.611981,321.12,338.85,
2018-03-28,71.571,5.53375,50.259,50.228,23.668,51.49,54.06,,73.402427,9.81,145.16,16.75,17.185316,320.02,335.33,
2018-03-29,72.367,5.78975,51.857,51.5895,23.565,52.14,55.61,,74.210473,10.05,147.38,17.57,17.741982,327.88,337.93,
2018-04-02,68.5995,5.52625,50.6315,50.3235,22.768,50.06,52.89,,72.830307,9.53,143.89,17.14,16.831983,322.44,333.0,
2018-04-03,69.6025,5.63375,50.934,50.6705,23.678,51.55,53.98,,73.673742,9.55,145.06,17.38,17.835315,330.82,334.71,
2018-04-04,70.5285,5.656,51.4855,51.257,23.699,53.39,55.56,,74.180983,9.77,145.18,17.34,19.129314,327.44,341.79,
2018-04-05,72.5875,5.5345,51.632,51.3905,23.631,49.84,54.29,,74.175085,10.02,148.13,18.11,20.381313,336.4,346.65,
2018-04-06,70.2615,5.35625,50.4975,50.352,22.887,48.46,52.34,,72.405641,9.61,142.99,17.33,19.953313,326.12,334.66,
2018-04-09,70.304,5.38525,51.0045,50.7725,23.474,47.96,53.02,,72.087141,9.53,143.08,17.43,19.310647,322.48,335.91,
2018-04-10,71.811,5.69775,51.825,51.582,23.975,50.48,54.8,,72.523604,9.98,148.09,18.2,20.313313,334.83,339.36,
2018-04-11,71.3525,5.656,51.253,50.9985,24.032,50.48,54.95,,72.222798,9.82,146.79,17.98,20.06198,327.36,339.44,
2018-04-12,72.425,5.865,51.8645,51.6255,23.943,52.59,56.43,,72.69465,10.08,150.14,17.86,19.605314,337.48,342.88,
2018-04-13,71.5395,5.7875,51.802,51.4635,24.694,52.23,56.07,,72.37615,9.93,150.23,17.87,20.022647,329.28,342.6,
2018-04-16,72.075,5.78725,52.305,51.899,24.937,51.65,56.87,,73.024946,10.09,152.14,18.16,19.413981,331.77,345.7,
2018-04-17,75.1915,5.9385,53.968,53.708,25.174,52.26,57.86,,73.449613,10.52,153.31,18.3,19.179314,336.72,349.14,
2018-04-18,76.392,5.90925,53.7695,53.604,24.959,54.01,54.73,,73.608863,10.36,155.95,19.18,19.556647,341.0,351.15,
2018-04-19,77.8455,5.726,54.4725,54.385,24.286,51.42,51.19,,73.048539,10.11,155.7,19.57,20.005313,340.64,353.38,
2018-04-20,76.3745,5.71775,53.866,53.648,23.712,50.62,51.09,,72.594381,9.99,153.25,19.36,19.349314,338.67,351.99,
2018-04-23,75.893,5.597,53.6905,53.3725,23.345,49.02,50.18,,72.818511,10.04,153.99,18.81,18.891314,338.84,358.6,
2018-04-24,73.0045,5.53,51.132,50.999,22.839,47.11,48.72,,72.016363,10.09,144.44,16.08,18.897314,329.06,336.49,
2018-04-25,73.0085,5.4165,51.1495,51.059,22.9,47.6,49.14,,71.632984,9.71,145.19,15.37,18.712648,342.86,329.5,
2018-04-26,75.898,5.6305,52.1655,52.002,23.042,50.14,50.49,,72.44103,11.04,146.31,15.63,19.031981,342.79,330.4,
2018-04-27,78.631,5.65825,51.5725,51.5025,23.278,47.52,49.4,,72.228696,11.11,144.72,15.32,19.60498,340.88,322.03,
2018-04-30,78.3065,5.6225,50.929,50.8665,22.942,45.98,49.67,,70.866225,10.88,144.36,15.21,19.593314,333.56,320.84,
2018-05-01,79.113,5.6785,52.0375,51.8655,23.038,46.79,50.91,,70.164345,11.13,144.42,14.95,19.994647,329.54,308.46,
2018-05-02,78.484,5.65775,51.3025,51.219,22.874,45.89,50.53,,69.893031,10.97,143.86,15.11,20.076647,324.19,305.7,
2018-05-03,78.60375,5.82475,51.315,51.186,22.525,46.62,50.71,,69.421179,10.93,143.78,15.21,18.963314,330.69,309.93,
2018-05-04,79.0475,5.9765,52.55,52.4105,23.052,47.58,52.56,,70.488743,11.28,146.37,15.42,19.60598,334.43,311.44,
2018-05-07,80.007,6.217,52.973,52.7395,23.597,48.48,52.59,,71.302687,11.59,149.82,15.26,20.184646,340.43,317.71,
2018-05-08,79.6195,6.26,52.9295,52.6955,23.885,48.57,53.45,,71.833521,11.61,149.93,15.3,20.131313,338.37,324.19,
2018-05-09,80.4,6.3945,54.4475,54.138,23.805,51.01,54.13,,72.612076,11.95,152.61,15.68,20.456646,344.5,326.12,
2018-05-10,80.454,6.50325,55.2735,54.8785,24.351,52.66,55.53,,73.195992,12.13,153.97,16.22,20.334646,344.07,324.49,
2018-05-11,80.1455,6.36325,55.169,54.913,24.338,51.82,54.84,,73.420122,11.95,154.86,16.27,20.070647,342.46,324.04,
2018-05-14,80.077,6.384,55.33,55.01,24.476,53.0,55.26,,73.715029,12.23,155.28,16.2,19.464647,344.59,319.08,
2018-05-15,78.806,6.139,54.2435,53.9615,24.158,54.01,54.09,,73.461409,12.45,152.59,15.96,18.945314,342.12,319.77,
2018-05-16,79.364,6.15025,54.2045,54.0885,24.051,56.5,55.17,,73.597066,12.82,153.8,16.64,19.098648,340.97,319.33,
2018-05-17,79.088,6.19275,54.063,53.9295,23.945,54.7,53.96,,73.496798,12.82,153.69,16.78,18.969314,344.14,320.42,
2018-05-18,78.7185,6.1485,53.482,53.318,23.599,53.39,49.51,,73.83889,13.0,155.71,16.87,18.454648,351.23,320.45,
2018-05-21,79.273,6.106,54.2005,53.979,23.905,55.48,50.0,,75.52576,12.99,158.92,16.69,18.965981,363.92,324.28,
2018-05-22,79.07,6.0675,53.7655,53.4865,23.849,59.03,50.25,,75.419593,12.98,156.2,17.17,18.333982,355.02,317.13,
2018-05-23,80.093,6.1885,54.298,53.9845,24.056,59.97,50.34,,75.248547,13.1,157.74,17.35,18.604648,359.21,325.32,
2018-05-24,80.1535,6.19225,54.2725,53.962,24.353,61.49,50.77,,75.142381,13.41,157.7,17.38,18.523315,359.0,326.35,
2018-05-25,80.5075,6.232,54.204,53.783,25.003,61.35,50.85,,74.924149,13.54,155.85,17.08,18.589981,360.09,320.8,
2018-05-29,80.6435,6.21475,53.4035,53.016,24.969,62.62,52.02,,73.791705,13.36,153.62,16.65,18.917314,352.48,317.2,
2018-05-30,81.2445,6.32475,53.8735,53.39,24.94,62.57,51.59,,74.434603,13.82,155.46,17.12,19.447981,358.19,321.04,
2018-05-31,81.481,6.30475,55.0,54.2495,25.207,57.59,50.78,,73.620659,13.73,151.91,16.9,18.981981,352.16,314.54,
2018-06-01,82.077,6.4405,56.75,55.975,25.634,58.74,52.24,,74.204575,14.4,153.52,17.12,19.454647,356.72,316.63,
2018-06-04,83.2635,6.62125,57.652,56.9645,25.837,59.1,52.29,,74.487686,14.85,152.5,17.21,19.782647,360.73,318.17,
2018-06-05,84.8175,6.62675,57.551,56.983,25.926,59.41,52.91,,74.287149,14.85,153.01,17.65,19.408647,360.1,320.02,
2018-06-06,84.7875,6.62875,57.3475,56.844,26.352,59.42,52.53,,74.800288,15.67,156.51,18.2,21.299979,371.56,319.91,
2018-06-07,84.465,6.5725,56.721,56.193,26.468,59.63,51.25,,75.248547,14.89,156.29,17.93,21.072646,368.53,321.95,
2018-06-08,84.1995,6.557,56.6355,56.0435,25.797,61.39,51.15,,75.266242,15.25,155.32,18.03,21.177312,369.5,322.31,
2018-06-11,84.456,6.5155,57.045,56.4995,26.083,61.39,49.89,,75.596538,15.73,156.3,18.19,22.139978,370.94,319.3,
2018-06-12,84.9375,6.5645,57.4095,56.966,26.143,60.55,50.86,,75.407797,15.85,157.49,17.86,22.85131,370.62,315.16,
2018-06-13,85.243,6.56,57.2115,56.7395,26.358,60.05,50.98,,74.871066,16.32,154.71,17.81,22.98531,363.85,314.35,
2018-06-14,86.193,6.67275,58.0055,57.606,26.846,59.18,49.69,,74.871066,16.25,153.14,17.58,23.847976,362.42,310.59,
2018-06-15,85.7985,6.6315,57.9635,57.613,27.023,58.23,49.31,,74.853371,16.34,150.02,16.89,23.877976,357.88,310.14,
2018-06-18,86.1895,6.62725,59.179,58.673,26.45,58.45,48.32,,75.195464,17.11,148.68,16.8,24.721975,354.74,309.52,
2018-06-19,86.739,6.50425,58.9345,58.403,26.095,59.25,48.55,,73.756316,16.69,143.3,16.26,23.50331,341.12,302.52,
2018-06-20,87.504,6.55775,59.2035,58.492,26.122,58.95,48.58,,73.939159,16.52,143.13,16.3,24.147976,342.69,302.86,
2018-06-21,86.511,6.42775,58.472,57.883,25.965,59.44,48.99,,72.830307,15.65,139.53,16.36,23.16731,337.66,300.38,
2018-06-22,85.7835,6.27375,58.4645,57.774,25.971,57.1,47.96,,73.65015,15.8,139.94,16.44,22.241978,338.91,299.38,
2018-06-25,83.1575,5.978,56.964,56.2405,25.242,53.16,46.71,,73.496798,15.11,136.58,15.74,22.200644,331.2,298.77,
2018-06-26,84.5545,6.04975,56.631,55.923,25.154,54.59,46.67,,74.104307,15.5,135.54,16.25,22.799977,331.3,299.08,
2018-06-27,83.0255,5.893,55.847,55.199,24.711,52.26,45.25,,73.349344,14.97,134.61,16.9,22.966644,329.82,294.78,
2018-06-28,85.0725,6.0215,56.339,55.711,24.49,53.14,45.29,,73.4909,15.31,136.03,16.79,23.328643,334.65,295.24,
2018-06-29,84.99,5.9225,56.4595,55.7825,24.264,52.44,46.19,,73.74452,14.99,135.67,17.26,22.86331,335.51,295.43,
2018-07-02,85.689,6.056,57.1055,56.373,24.205,54.48,45.68,,73.74452,15.16,136.29,17.16,22.337978,336.08,299.12,
2018-07-03,84.698,5.921,55.814,55.1445,23.929,51.48,44.8,,73.67964,15.0,133.83,17.07,20.723979,332.93,299.46,
2018-07-05,84.9865,6.06825,57.0645,56.2135,24.54,52.84,45.44,,73.697335,15.5,135.81,16.97,20.610646,333.18,299.19,
2018-07-06,85.5315,6.18325,57.754,57.0085,24.768,53.23,46.13,,73.962751,16.36,135.41,17.51,20.593313,334.64,299.19,
2018-07-09,86.951,6.23125,58.364,57.7025,24.743,54.31,46.52,,74.717714,16.61,140.97,18.11,21.233979,341.92,306.48,
2018-07-10,87.1535,6.33125,58.357,57.642,25.056,55.74,46.74,,74.941844,16.55,141.25,18.11,21.497979,347.16,308.83,
2018-07-11,87.75,6.18825,58.573,57.695,24.344,54.18,45.2,,73.656048,16.27,136.76,17.41,21.263979,340.6,306.58,
2018-07-12,89.831,6.28075,60.063,59.174,20.998,55.45,45.68,,75.11289,16.56,139.42,17.29,21.113979,346.03,313.31,
2018-07-13,90.6515,6.233,60.221,59.441,20.246,56.35,46.13,,76.386889,16.27,140.75,16.8,21.257979,350.79,318.37,
2018-07-16,91.1245,6.205,59.8255,59.193,20.325,56.15,46.31,,76.074288,16.58,138.08,16.77,20.673313,356.1,319.05,
2018-07-17,92.1965,6.34225,60.654,59.94,20.831,56.96,47.3,,77.094667,16.87,138.95,16.77,21.512645,356.88,317.5,
2018-07-18,92.146,6.2925,60.6455,59.794,20.878,57.45,48.28,,77.672685,16.85,141.12,17.08,21.589978,360.23,319.77,
2018-07-19,90.6485,6.30075,59.955,59.348,21.037,56.22,46.67,,76.888232,16.71,139.42,15.8,21.348645,355.33,319.6,
2018-07-20,90.685,6.27225,59.894,59.2455,21.033,55.02,46.76,,76.82925,16.5,136.82,15.75,20.905312,354.9,322.55,
2018-07-23,90.1,6.23525,60.55,60.275,21.672,54.29,46.43,,76.304315,16.66,136.28,15.83,20.213313,353.27,318.33,
2018-07-24,91.462,6.21775,62.9075,62.404,21.734,53.17,45.91,,79.176712,16.19,137.97,16.07,19.828647,358.27,322.57,
2018-07-25,93.1805,6.29675,63.797,63.185,22.597,53.39,45.96,,79.477518,16.05,140.48,15.86,20.582646,355.92,324.36,
2018-07-26,90.4,6.371,64.275,63.4165,22.318,53.76,47.17,,80.120416,18.35,142.58,15.97,20.443313,359.32,322.94,
2018-07-27,90.8635,6.3005,62.6445,61.925,22.105,53.96,48.3,,79.347759,18.94,142.56,15.99,19.81198,360.65,324.09,
2018-07-30,88.961,6.10325,61.502,60.987,22.519,53.01,47.91,,78.504324,19.42,139.75,16.08,19.344647,351.06,320.11,
2018-07-31,88.872,6.1215,61.361,60.863,22.177,52.79,48.63,,80.061434,18.33,143.8,16.5,19.87598,356.3,326.1,
2018-08-01,89.8585,6.16175,61.6495,61.0005,21.68,52.29,47.97,,79.56599,18.48,138.54,15.58,20.05598,352.76,324.93,
2018-08-02,91.7165,6.2655,62.0565,61.3075,21.635,53.4,48.11,,79.105935,18.79,138.01,15.43,23.302643,349.73,322.02,
2018-08-03,91.1645,6.3025,61.908,61.1855,21.781,52.81,48.84,,78.970277,18.49,138.51,15.71,23.21131,348.44,320.55,
2018-08-06,92.3875,6.35075,61.8835,61.2385,21.695,52.67,49.48,,78.999768,19.43,139.48,15.4,22.799311,346.57,316.92,
2018-08-07,93.124,6.42375,62.792,62.111,22.031,53.04,49.63,,79.324166,19.56,142.38,15.36,25.304641,350.76,317.41,
2018-08-08,94.326,6.4605,63.0665,62.2805,21.946,53.39,50.18,,79.453925,19.58,139.71,15.39,24.689309,347.78,315.31,
2018-08-09,94.926,6.4115,63.223,62.455,21.658,52.26,49.16,,79.176712,19.1,138.52,15.31,23.496643,343.72,315.71,
2018-08-10,94.315,6.36975,62.6255,61.8805,21.223,51.37,48.13,,78.504324,19.06,135.92,15.11,23.69931,339.41,313.12,
2018-08-13,94.81,6.403,62.432,61.7505,21.108,51.34,48.25,,77.961694,19.73,135.02,14.92,23.760643,338.36,313.64,
2018-08-14,95.9825,6.53575,62.907,62.105,20.73,50.62,48.38,,78.10325,20.02,134.92,14.8,23.175977,339.14,318.59,
2018-08-15,94.131,6.477,61.611,60.719,20.658,47.49,47.51,,77.708074,19.7,132.02,13.66,22.579311,331.76,317.7,
2018-08-16,94.326,6.436,61.203,60.3245,20.869,47.1,47.43,,78.628185,19.33,136.26,13.77,22.363311,345.98,325.86,
2018-08-17,94.111,6.1205,60.7925,60.048,20.927,47.11,43.77,,79.294675,19.77,139.34,13.97,20.366646,346.4,325.23,
2018-08-20,93.8355,6.196,61.0975,60.3885,20.672,48.07,43.53,,79.707546,19.98,138.67,14.12,20.562646,350.74,324.22,
2018-08-21,94.171,6.333,60.8705,60.081,21.051,49.94,43.76,,80.20299,20.4,139.99,14.32,21.459979,353.77,324.39,
2018-08-22,95.245,6.5705,61.0875,60.3665,20.754,50.24,42.99,,78.586898,20.9,139.63,14.53,21.442645,350.03,321.92,
2018-08-23,95.145,6.671,61.058,60.269,20.559,49.7,42.79,,78.221213,22.29,136.79,14.18,21.339979,347.48,320.01,
2018-08-24,95.2695,6.8055,61.8375,61.0325,20.9,50.7,42.73,,78.657676,23.98,138.21,14.47,21.521312,349.38,321.29,
2018-08-27,96.384,6.8975,62.8135,62.091,21.297,52.07,43.75,,79.837305,25.26,142.04,14.73,21.284645,353.74,324.34,
2018-08-28,96.641,6.8595,62.293,61.5575,21.443,52.34,43.4,,79.330064,25.05,142.0,14.66,20.790646,351.21,324.34,
2018-08-29,99.905,6.96225,63.2325,62.465,21.499,51.83,43.1,,78.811027,25.2,141.86,14.67,20.33398,350.19,324.32,
2018-08-30,100.119,6.94525,62.722,61.956,21.665,52.76,43.14,,78.203518,24.89,139.06,14.15,20.20998,346.9,321.85,
2018-08-31,100.6355,7.017,61.59,60.9095,21.903,52.52,43.02,,77.678583,25.17,138.85,14.05,20.110647,342.79,320.41,
2018-09-04,101.9755,7.0925,60.5655,59.85,21.943,51.93,42.62,,77.796546,28.06,138.24,13.48,19.263314,346.25,321.91,
2018-09-05,99.741,6.9605,59.955,59.324,22.142,49.54,42.5,,78.315583,28.51,140.59,13.67,18.715981,346.68,321.33,
2018-09-06,97.9155,6.818,59.1995,58.572,21.597,44.65,40.27,,78.752046,27.84,141.57,13.57,18.729981,351.27,328.91,
2018-09-07,97.6035,6.7965,58.8795,58.2415,23.258,44.86,39.85,,77.861426,27.38,141.32,13.18,17.549316,349.28,328.53,
2018-09-10,96.9505,6.86825,58.753,58.232,24.061,44.9,39.6,,78.828722,29.89,142.05,13.2,19.033314,341.86,322.95,
2018-09-11,99.3575,6.82,59.4995,58.868,23.255,43.6,39.18,,78.805129,30.1,142.03,13.04,18.629315,345.25,322.23,
2018-09-12,99.5,6.705,58.58,58.141,22.989,41.74,38.39,,78.970277,32.21,144.28,13.63,19.369314,353.41,325.28,
2018-09-13,99.4935,6.7835,59.107,58.7665,23.542,43.62,38.89,,79.931675,30.48,145.54,13.58,19.297314,355.46,331.28,
2018-09-14,98.5095,6.91075,58.899,58.6265,23.634,44.3,39.1,,81.276452,32.72,144.9,13.69,19.67998,359.8,335.8,
2018-09-17,95.4015,6.84825,57.9915,57.8025,23.483,43.58,38.7,,81.25286,32.43,146.22,13.72,19.65598,355.96,339.34,
2018-09-18,97.0525,6.7755,58.3555,58.061,23.973,45.33,39.19,,82.326322,31.93,149.07,14.01,18.997314,363.58,343.22,
2018-09-19,96.321,6.7995,58.7135,58.5545,24.179,45.06,39.04,,82.868952,31.21,152.76,14.3,19.934647,365.22,339.3,
2018-09-20,97.215,6.657,59.5785,59.3435,24.493,46.06,39.39,,83.665202,31.18,156.0,14.39,19.888647,367.46,333.13,
2018-09-21,95.7505,6.58625,58.606,58.3045,24.81,44.74,39.63,,83.800859,31.02,156.38,14.61,19.93998,372.23,337.66,
2018-09-24,96.718,6.6425,58.978,58.6685,24.945,45.16,39.1,,82.774582,32.61,154.0,14.24,19.978647,367.99,337.58,
2018-09-25,98.7275,6.71025,59.6945,59.2325,24.765,44.64,38.58,,82.402998,32.57,154.09,14.49,20.06598,367.23,343.54,
2018-09-26,98.7425,6.673,59.703,59.0245,24.543,44.35,38.26,,82.314526,32.19,153.17,14.0,20.638646,365.03,342.88,
2018-09-27,100.649,6.685,60.368,59.732,24.645,44.99,38.35,,82.385304,32.59,152.47,13.87,20.501313,367.39,346.05,
2018-09-28,100.15,7.0255,60.354,59.6735,24.673,45.23,38.65,,82.46198,30.89,152.49,13.92,17.651316,371.9,345.96,
2018-10-01,100.218,7.234,60.4265,59.7655,24.951,45.15,38.34,,83.116674,31.42,152.28,13.7,20.713313,382.29,347.93,
2018-10-02,98.5655,7.162,60.382,60.0055,24.81,45.76,38.9,,83.429276,29.02,154.82,13.89,20.06798,386.37,349.07,
2018-10-03,97.638,7.16825,60.5765,60.1475,24.942,45.15,38.92,,83.175655,28.43,158.22,13.95,19.653314,392.3,347.44,
2018-10-04,95.471,6.98225,58.8535,58.4095,24.817,44.16,37.89,,82.804072,27.78,156.75,13.63,18.788648,389.99,349.46,
2018-10-05,94.4825,6.7465,58.3915,57.8675,24.423,43.58,37.24,,82.019619,27.35,153.31,13.27,17.463316,386.47,347.21,
2018-10-08,93.221,6.64425,57.796,57.4485,24.137,43.07,36.59,,82.332221,26.46,153.35,13.29,16.703983,385.77,349.93,
2018-10-09,93.516,6.6385,57.2585,56.941,24.47,42.27,35.72,,80.144008,27.24,149.46,13.18,17.519982,385.44,347.31,
2018-10-10,87.7625,6.14225,54.608,54.061,23.183,41.61,34.43,,77.336491,25.0,143.72,12.77,17.125316,367.47,336.75,
2018-10-11,85.968,5.87825,54.537,53.966,22.89,41.97,32.79,,76.304315,25.3,140.97,13.23,16.815317,358.11,326.26,
2018-10-12,89.4305,6.1635,56.027,55.504,23.295,42.47,33.69,,76.457667,26.34,142.07,12.74,17.251983,360.11,327.62,
2018-10-15,88.0475,5.8845,55.122,54.6125,23.247,42.34,33.43,,76.870537,26.26,141.8,12.83,17.305983,358.88,331.24,
2018-10-16,90.998,6.14575,56.654,56.064,23.832,43.21,34.76,,78.156333,28.18,143.71,12.68,18.439315,368.25,337.13,
2018-10-17,91.5865,6.0765,56.3795,55.7845,23.717,42.35,34.96,,76.717186,27.3,141.34,12.4,18.118649,365.5,333.4,
