Date,AMZN.O,NVDA.O,GOOGL.O,GOOG.O,AVGO.O,MU.O,AMAT.O,APP.O,RTX.N,AMD.O,CAT.N,FCX.N,TSLA.O,BA.N,LMT.N,REMX.O
2022-03-23,163.408,25.634,138.2755,138.5035,59.938,75.65,131.42,54.9,101.23,113.92,222.17,49.81,333.036334,186.04,445.25,
2022-03-24,163.6495,28.15,141.572,141.312,62.643,78.21,138.59,55.2,101.71,120.53,222.21,51.45,337.972995,189.05,449.73,
2022-03-25,164.7735,27.692,141.673,141.5215,62.887,78.1,137.06,53.44,102.43,119.67,223.36,51.93,336.879663,188.95,453.66,
2022-03-28,168.9905,28.219,141.4555,141.95,63.288,79.86,137.66,53.43,101.59,120.24,221.85,50.27,363.946303,188.16,444.98,
2022-03-29,169.315,28.656,142.5055,143.25,64.147,82.05,141.44,55.98,101.08,123.23,221.04,50.09,366.522967,193.8,437.15,
2022-03-30,166.301,27.69,141.9385,142.6445,63.109,79.16,135.8,55.31,100.83,119.22,223.08,50.78,364.662969,194.91,445.95,
2022-03-31,162.9975,27.286,139.0675,139.6495,62.968,77.89,131.8,55.07,99.07,109.34,222.82,49.74,359.199641,191.5,441.4,
2022-04-01,163.56,26.712,140.1505,140.7,62.698,76.18,127.41,53.27,100.17,108.19,219.77,50.96,361.529638,190.76,445.98,
2022-04-04,168.3465,27.36,142.9715,143.6425,63.485,77.67,129.44,57.78,99.3,110.53,220.81,50.9,381.816285,191.18,444.01,
2022-04-05,164.055,25.931,140.591,141.063,61.412,74.61,121.71,54.98,98.81,106.82,216.02,49.09,363.75297,182.65,447.24,
2022-04-06,158.756,24.407,136.548,137.176,60.2,73.78,119.33,52.44,98.46,103.67,216.21,48.06,348.586318,178.72,454.58,
2022-04-07,157.7845,24.208,135.8885,136.465,60.305,73.28,122.4,51.88,100.98,103.72,215.9,48.48,352.419648,177.97,465.51,
2022-04-08,154.4605,23.119,133.2875,134.0105,58.7,72.14,119.96,51.27,100.4,101.0,217.03,48.97,341.829658,175.2,461.52,
2022-04-11,151.122,21.917,128.8235,129.7965,58.061,72.03,116.24,49.9,102.11,97.37,216.05,47.72,325.309675,175.03,464.25,
2022-04-12,150.7875,21.504,127.7145,128.3745,58.507,71.96,114.56,49.53,102.6,95.1,216.7,48.0,328.983004,176.28,467.55,
2022-04-13,155.541,22.203,129.894,130.286,59.254,72.38,116.86,51.96,103.37,97.74,218.27,49.43,340.789659,182.87,469.19,
2022-04-14,151.7065,21.258,126.73,127.253,57.385,70.13,113.36,48.96,104.27,93.06,227.81,49.19,328.333005,181.94,467.66,
2022-04-18,152.785,21.783,127.6765,127.961,58.65,71.15,114.87,46.74,104.3,93.89,229.92,50.77,334.762999,179.85,467.44,
2022-04-19,158.1155,22.198,130.009,130.531,59.762,72.73,117.06,49.59,104.55,96.93,232.16,50.64,342.716324,185.98,459.9,
2022-04-20,153.998,21.482,128.04,128.2455,59.772,73.2,117.89,46.34,104.97,94.02,235.08,49.9,325.733008,183.55,453.87,
2022-04-21,148.296,20.183,124.8145,124.9375,59.273,70.92,115.69,43.12,101.73,89.85,232.57,44.95,336.259664,181.02,439.54,
2022-04-22,144.35,19.515,119.6355,119.614,58.695,69.41,112.8,41.21,100.49,88.14,216.3,41.91,335.016332,176.92,445.79,
2022-04-25,146.074,19.902,123.074,123.25,58.788,70.12,114.47,41.14,99.61,90.69,216.7,41.65,332.673001,175.91,442.89,
2022-04-26,139.391,18.788,118.65,119.506,56.007,67.08,108.92,38.6,99.19,85.16,210.3,40.18,292.139708,167.04,446.09,
2022-04-27,138.167,18.415,114.2945,115.0205,55.954,66.47,108.81,37.68,98.84,84.91,213.96,41.69,293.836373,154.46,444.98,
2022-04-28,144.5965,19.782,118.5225,119.4115,57.894,70.18,114.63,39.16,98.08,89.64,212.44,41.84,292.503041,154.22,441.71,
2022-04-29,124.2815,18.547,114.1095,114.9665,55.439,68.19,110.35,38.15,94.91,85.52,210.54,40.55,290.253043,148.84,432.12,
2022-05-02,124.5,19.533,116.583,117.157,57.635,70.6,112.97,39.6,94.22,89.84,212.07,40.18,300.979699,148.61,430.81,
2022-05-03,124.2535,19.602,117.334,118.1295,58.117,71.26,113.8,39.77,95.4,91.13,213.62,40.15,303.08303,153.58,434.77,
2022-05-04,125.9285,20.334,122.261,122.575,60.366,73.62,118.81,40.31,97.76,99.42,222.59,41.3,317.539682,156.97,445.74,
2022-05-05,116.407,18.844,116.5055,116.7465,57.999,71.29,113.47,36.48,96.32,93.87,215.93,39.64,291.093042,150.47,443.15,
2022-05-06,114.7725,18.675,115.7465,115.66,58.01,70.35,112.5,33.5,95.3,95.34,214.65,37.88,288.549711,148.9,449.43,
2022-05-09,108.789,16.95,112.511,113.084,56.292,67.93,105.75,30.2,91.75,86.36,206.29,35.52,262.369738,133.31,438.84,
2022-05-10,108.859,17.595,114.395,114.5845,58.139,68.91,107.18,28.99,91.69,88.73,202.99,36.07,266.679733,132.95,439.13,
2022-05-11,105.372,16.63,113.6025,113.961,56.711,66.96,103.92,27.28,91.0,87.92,205.21,35.91,244.666422,129.39,440.41,
2022-05-12,106.9305,16.175,112.844,113.161,57.157,67.71,106.76,36.74,91.48,87.06,203.03,34.34,242.666424,123.14,434.59,
2022-05-13,113.055,17.706,116.0505,116.5155,58.824,71.92,111.86,39.46,91.92,95.12,204.33,35.04,256.529743,127.2,435.17,
2022-05-16,110.8105,17.264,114.445,114.7925,58.267,70.47,110.48,37.37,92.48,94.24,207.19,35.15,241.456425,124.05,437.55,
2022-05-17,115.3685,18.177,116.473,116.7015,60.815,74.48,116.84,38.1,94.95,102.47,213.09,37.64,253.869746,132.05,441.0,
2022-05-18,107.1125,16.938,111.8995,112.401,57.057,71.05,111.34,36.5,92.61,96.28,207.94,35.34,236.603097,125.52,434.33,
2022-05-19,107.319,17.124,110.384,110.7455,54.621,69.4,110.74,39.41,90.25,96.67,206.76,36.72,236.473097,127.14,425.62,
2022-05-20,107.591,16.694,108.908,109.313,54.319,68.9,106.46,40.03,90.08,93.5,197.82,36.31,221.299779,120.7,424.15,
2022-05-23,107.557,16.898,111.488,111.6665,52.636,69.59,109.93,37.98,91.83,95.07,204.15,38.35,224.966442,124.07,433.03,
2022-05-24,104.1,16.154,105.97,105.926,52.42,66.62,106.59,33.12,93.21,91.16,205.65,37.48,209.386457,119.4,442.78,
2022-05-25,106.775,16.975,105.805,105.8395,53.163,67.87,108.53,35.69,93.56,92.65,209.31,37.83,219.59978,122.06,447.54,
2022-05-26,111.0775,17.851,107.7925,108.296,55.066,70.6,115.07,36.43,95.0,98.75,212.99,38.49,235.909764,127.73,447.99,
2022-05-27,115.1465,18.811,112.3165,112.799,58.328,73.32,119.48,40.29,96.71,102.26,217.14,39.65,253.209747,132.23,450.56,
2022-05-31,120.2095,18.672,113.762,114.039,58.013,73.84,117.29,38.11,95.12,101.86,215.85,39.08,252.753081,131.4,440.11,
2022-06-01,121.684,18.32,113.892,114.137,57.362,73.55,114.46,38.31,94.81,101.22,217.57,39.64,246.789753,130.65,439.3,
2022-06-02,125.511,19.592,117.6225,117.746,57.674,75.37,117.33,40.95,96.24,108.59,220.0,41.72,258.333075,140.5,441.11,
2022-06-03,122.35,18.72,114.541,114.564,56.332,69.94,114.96,39.43,96.33,106.3,222.9,41.33,234.516432,139.25,442.69,
2022-06-06,124.79,18.786,116.8205,117.0105,56.123,70.45,115.0,42.56,97.21,105.65,223.63,42.78,238.279762,139.24,443.41,
2022-06-07,123.0,18.926,117.1495,117.2295,57.299,70.76,115.67,43.5,100.51,105.28,227.1,43.39,238.886428,140.82,456.3,
2022-06-08,121.18,18.648,117.194,117.238,56.536,68.6,112.46,43.75,99.23,101.9,229.8,42.2,241.866425,139.63,443.41,
2022-06-09,116.15,18.048,114.8355,114.918,55.622,66.02,107.24,40.3,97.38,98.8,223.67,40.52,239.706427,133.73,432.72,
2022-06-10,109.65,16.974,111.1615,111.4275,54.127,62.62,101.88,36.11,95.49,94.82,215.18,40.21,232.229768,127.0,430.19,
2022-06-13,103.67,15.647,106.3925,106.8765,51.762,58.84,96.32,33.83,91.95,86.99,206.88,37.17,215.736451,115.86,423.93,
2022-06-14,102.31,15.836,106.7155,107.194,52.017,58.7,96.62,32.35,91.32,86.99,206.69,36.82,220.889779,122.16,416.17,
2022-06-15,107.67,16.527,109.7645,110.3905,52.671,59.12,97.42,34.07,92.28,89.3,206.0,36.9,232.999767,133.72,414.1,
2022-06-16,103.66,15.601,106.0335,106.636,49.718,55.01,89.59,30.63,89.52,82.05,194.79,34.87,213.099787,133.36,404.79,
2022-06-17,106.22,15.88,107.1435,107.8655,49.865,55.75,89.83,33.5,88.88,81.57,192.64,33.82,216.759783,136.8,404.01,
2022-06-21,108.68,16.566,111.544,112.015,50.377,56.8,95.17,35.04,92.92,83.79,196.37,34.03,237.03643,136.75,418.96,
2022-06-22,108.95,16.36,111.4875,112.034,49.61,56.34,93.94,35.96,92.56,83.75,187.83,31.32,236.086431,137.16,415.45,
2022-06-23,112.44,16.225,112.242,112.6845,49.658,56.22,93.28,38.14,91.76,82.43,178.67,29.57,235.069765,133.97,410.62,
2022-06-24,116.46,17.126,117.975,118.538,50.909,58.44,97.36,39.63,94.2,87.08,185.49,30.99,245.706421,141.53,419.04,
2022-06-27,113.22,16.869,115.8335,116.6225,50.571,58.78,97.61,38.34,94.81,86.16,187.59,31.02,244.919755,138.72,419.25,
2022-06-28,107.4,15.982,112.0075,112.5715,49.845,57.86,95.02,36.25,93.78,80.78,187.44,30.78,232.663101,138.7,420.71,
2022-06-29,108.92,15.542,111.7015,112.2565,49.041,56.02,91.94,35.55,93.3,77.99,183.48,30.29,228.489772,138.45,418.89,
2022-06-30,106.21,15.159,108.963,109.3725,48.581,55.28,90.98,34.44,96.11,76.47,178.76,29.26,224.473109,136.72,429.96,
2022-07-01,109.56,14.523,108.7375,109.081,47.784,53.65,86.27,34.98,97.02,73.67,178.29,29.2,227.263106,139.84,433.52,
2022-07-05,113.5,14.964,113.263,113.887,47.63,56.73,86.0,35.36,92.92,75.2,173.76,27.26,233.066434,137.7,415.25,
2022-07-06,114.33,15.13,114.572,115.2135,48.261,57.37,86.56,35.88,93.92,75.35,172.31,27.38,231.733102,136.31,425.89,
2022-07-07,116.33,15.858,118.783,119.306,49.854,58.85,90.75,37.64,93.94,79.3,180.28,29.22,244.543089,139.97,422.19,
2022-07-08,115.54,15.838,119.3535,120.1685,49.869,59.14,91.19,37.39,95.12,79.35,179.1,28.0,250.763083,139.07,420.35,
2022-07-11,111.75,15.152,115.6765,116.5225,48.286,57.81,88.62,34.93,94.71,76.95,175.02,26.91,234.343099,136.99,419.07,
2022-07-12,109.22,15.082,114.0205,114.8495,48.137,59.18,88.73,34.4,94.5,76.36,174.49,26.3,233.069767,147.15,413.99,
2022-07-13,110.4,15.164,111.3535,112.187,48.173,58.86,89.08,32.94,91.81,77.52,173.87,26.44,237.039763,143.95,408.0,
2022-07-14,110.63,15.372,110.3675,111.44,48.464,59.35,91.67,30.81,90.08,78.6,169.94,25.09,238.313095,147.15,400.31,
2022-07-15,113.55,15.762,111.7775,112.767,49.446,61.53,94.47,32.62,91.23,81.11,173.38,25.82,240.066427,147.74,398.38,
2022-07-18,113.76,16.101,109.03,109.91,49.106,60.45,93.14,34.33,89.8,81.43,173.49,27.42,240.546426,147.72,387.28,
2022-07-19,118.21,16.992,113.81,114.62,50.9,62.4,98.23,35.2,93.82,85.88,179.49,28.5,245.529754,156.13,390.38,
2022-07-20,122.77,17.807,113.9,114.7,51.177,63.3,102.23,37.6,94.83,89.43,179.97,28.57,247.499753,158.38,395.22,
2022-07-21,124.63,18.05,114.34,115.04,51.768,63.64,103.84,38.12,94.89,91.09,180.99,28.91,271.706395,161.41,395.2,
2022-07-22,122.42,17.319,107.9,108.36,51.252,61.29,101.67,36.16,94.21,88.1,178.62,27.76,272.243061,158.16,394.74,
2022-07-25,121.14,17.024,107.51,108.21,51.311,60.15,101.0,35.16,94.57,87.54,181.81,28.29,268.433065,156.64,399.8,
2022-07-26,114.81,16.533,105.02,105.44,51.109,59.66,98.91,33.4,90.24,85.25,181.23,27.93,258.859741,155.92,396.81,
2022-07-27,120.97,17.79,113.06,113.6,52.779,61.89,103.46,35.33,90.27,89.82,185.25,29.29,274.819725,156.09,398.54,
2022-07-28,122.28,17.984,114.22,114.59,53.361,62.07,105.16,35.36,92.39,91.67,187.84,29.83,280.899719,159.09,406.08,
2022-07-29,134.95,18.163,116.32,116.64,53.548,61.86,105.98,35.54,93.21,94.47,198.25,31.55,297.149703,159.31,413.81,
2022-08-01,135.39,18.441,114.86,115.48,53.637,62.54,106.4,34.17,93.24,96.78,194.86,29.98,297.276369,169.07,419.28,
2022-08-02,134.16,18.526,115.13,115.9,53.121,62.47,104.99,34.49,93.75,99.29,183.51,29.33,300.586366,163.28,428.78,
2022-08-03,139.52,18.893,118.08,118.78,54.674,64.25,109.01,35.82,94.53,98.09,182.87,28.69,307.396359,166.64,429.3,
2022-08-04,142.57,19.215,118.19,118.87,55.28,64.85,111.06,36.0,92.78,103.91,183.64,28.76,308.633025,166.5,428.13,
2022-08-05,140.8,18.989,117.47,118.22,55.144,62.46,109.62,36.46,93.03,102.31,185.39,30.27,288.169712,165.04,426.41,
2022-08-08,139.41,17.793,117.3,118.14,54.553,61.45,107.83,40.14,91.2,100.07,185.81,30.62,290.423043,165.89,423.86,
2022-08-09,137.83,17.086,116.63,117.5,53.28,59.15,99.66,36.01,91.94,95.54,186.03,30.05,283.33305,164.85,428.55,
2022-08-10,142.69,18.097,119.7,120.65,55.041,61.4,105.05,40.46,93.42,99.05,190.72,31.4,294.356372,169.02,429.99,
2022-08-11,140.64,17.942,118.84,119.82,54.543,62.32,105.53,34.46,93.15,98.12,194.0,31.67,286.629713,167.88,428.85,
2022-08-12,143.55,18.709,121.68,122.65,55.823,65.04,110.38,36.32,95.01,100.83,196.84,31.62,300.0297,169.99,434.24,
2022-08-15,143.18,19.032,122.08,122.88,55.896,64.7,109.78,33.55,96.13,101.01,195.95,30.5,309.319691,170.47,438.01,
2022-08-16,144.78,18.879,121.7,122.51,55.165,63.86,108.49,32.63,95.05,100.2,197.52,31.39,306.563027,172.08,440.16,
2022-08-17,142.1,18.335,119.55,120.32,53.859,61.62,106.0,30.18,94.99,98.27,195.93,30.25,303.996363,167.2,441.59,
2022-08-18,142.3,18.773,120.17,120.86,55.845,62.98,108.27,28.97,94.71,100.44,197.35,31.23,302.869697,168.69,439.35,
2022-08-19,138.23,17.849,117.21,118.12,54.843,60.51,104.63,26.93,93.4,95.95,195.6,30.45,296.66637,162.92,440.03,
2022-08-22,133.22,17.034,114.24,115.07,52.875,58.31,100.81,25.55,91.78,92.84,191.76,29.86,289.913043,158.98,432.33,
2022-08-23,133.62,17.181,113.86,114.77,52.978,57.86,101.93,26.04,92.43,92.49,197.21,31.79,296.453037,160.07,433.12,
2022-08-24,133.8,17.222,113.69,114.7,53.084,58.31,101.475,26.4,93.31,92.73,194.16,31.32,297.09637,163.6,433.71,
2022-08-25,137.28,17.913,116.65,117.7,55.013,61.2,105.0,27.07,96.13,97.18,198.88,33.23,296.07,169.38,438.64,
2022-08-26,130.75,16.26,110.34,111.3,52.086,57.63,98.8,25.75,93.52,91.18,191.92,32.19,288.09,164.53,431.13,
2022-08-29,129.79,15.801,109.42,110.34,51.418,57.01,96.54,24.94,92.12,88.49,191.78,31.5,284.82,165.42,429.68,
2022-08-30,128.73,15.468,108.94,109.91,50.639,56.3,94.52,24.49,90.83,86.94,186.94,29.76,277.7,162.21,425.11,
2022-08-31,126.77,15.094,108.22,109.15,49.911,56.53,94.07,24.63,89.75,84.87,184.71,29.6,275.61,160.25,420.11,
2022-09-01,127.82,13.937,109.74,110.55,49.201,57.31,91.81,25.05,88.03,82.33,182.44,28.09,277.16,153.66,422.61,
2022-09-02,127.51,13.647,107.85,108.68,50.022,56.33,91.24,24.09,87.59,80.24,180.83,28.3,270.21,151.82,418.57,
2022-09-06,126.11,13.465,106.81,107.48,49.82,55.23,90.29,24.53,87.16,78.72,180.66,28.12,274.42,152.39,417.78,
2022-09-07,129.48,13.714,109.45,110.48,50.513,55.0,91.94,25.36,87.45,79.61,180.86,28.38,283.7,155.95,420.14,
2022-09-08,129.82,13.99,108.38,109.42,51.193,55.39,93.79,25.94,86.56,82.78,183.15,30.62,289.26,157.79,419.65,
2022-09-09,133.27,14.387,110.65,111.78,52.24,57.44,96.51,27.73,88.04,85.45,189.49,32.17,299.68,157.52,421.53,
2022-09-12,136.45,14.505,110.86,111.87,52.906,57.94,96.3,28.51,87.8,84.64,192.4,32.17,304.42,158.72,418.64,
2022-09-13,126.82,13.131,104.32,105.31,50.365,53.62,90.39,26.68,83.72,77.03,184.31,31.05,292.13,147.31,409.33,
2022-09-14,128.55,13.128,105.0,105.87,51.075,53.11,90.64,25.34,86.4,77.45,184.65,30.03,302.61,149.26,416.63,
2022-09-15,126.28,12.929,102.91,103.9,50.014,52.69,88.92,24.39,85.61,76.66,182.49,29.78,303.75,149.78,413.59,
2022-09-16,123.53,13.198,102.8,103.63,50.25,52.85,88.87,23.15,85.2,76.51,179.47,29.33,303.35,144.29,414.29,
2022-09-19,124.66,13.382,103.07,103.85,50.184,52.1,89.72,22.82,84.95,76.77,182.11,30.49,309.07,144.88,416.52,
2022-09-20,122.19,13.176,101.14,101.83,49.306,50.8,88.12,21.78,85.15,75.25,177.99,29.72,308.73,145.94,420.58,
2022-09-21,118.54,13.261,99.28,100.01,48.214,50.1,87.09,21.14,84.32,74.48,171.95,28.1,300.8,143.29,420.2,
2022-09-22,117.31,12.561,100.14,100.57,47.761,49.66,85.04,19.9,83.45,69.5,170.55,28.35,288.59,138.71,422.08,
2022-09-23,113.78,12.516,98.74,99.17,46.868,50.1,84.29,20.21,82.03,67.96,164.24,26.68,275.33,131.26,413.07,
2022-09-26,115.15,12.228,98.17,98.81,46.226,48.88,82.94,20.32,81.09,66.3,162.62,26.5,276.01,127.34,407.65,
2022-09-27,114.41,12.413,97.5,98.09,46.475,50.58,84.15,20.38,81.0,67.17,162.44,26.87,282.94,127.51,399.74,
2022-09-28,118.01,12.736,100.05,100.74,46.596,51.0,86.0,21.37,83.3,68.36,167.76,27.86,287.81,133.44,400.0,
2022-09-29,114.8,12.22,97.42,98.09,45.013,50.01,84.42,19.68,82.34,64.14,165.9,28.17,268.21,125.33,389.79,
2022-09-30,113.0,12.139,95.65,96.15,44.401,50.1,81.93,19.49,81.86,63.36,164.08,27.33,265.25,121.08,386.29,
2022-10-03,115.88,12.512,98.64,99.3,45.678,51.72,86.25,20.42,83.11,66.11,171.23,29.34,242.4,126.05,399.74,
2022-10-04,121.09,13.167,101.64,102.41,47.986,53.96,89.41,21.24,85.53,67.9,179.63,30.78,249.44,133.51,406.11,
2022-10-05,120.95,13.209,101.43,102.22,48.48,54.73,89.22,20.76,85.21,67.94,178.38,30.51,240.81,132.11,402.51,
2022-10-06,120.3,13.13,101.42,102.24,47.95,54.62,88.12,20.54,84.28,67.85,178.81,29.82,238.13,132.2,399.61,
2022-10-07,114.56,12.076,98.68,99.57,46.048,52.91,82.6,19.22,84.01,58.44,177.55,28.95,223.07,129.79,403.96,
2022-10-10,113.67,11.67,97.86,98.71,43.77,51.38,79.19,18.48,84.16,57.81,178.67,29.26,222.96,131.9,409.99,
2022-10-11,112.21,11.586,97.18,98.05,43.076,53.71,76.3,17.77,84.59,57.63,179.75,29.18,216.5,131.57,411.06,
2022-10-12,112.9,11.5,97.56,98.3,43.057,52.75,76.01,18.1,82.99,57.85,179.5,28.84,217.24,130.42,397.42,
2022-10-13,112.53,11.96,99.06,99.71,43.797,54.86,79.42,18.34,84.87,58.94,183.14,29.36,221.72,132.4,405.96,
2022-10-14,106.9,11.227,96.56,97.18,42.71,52.72,74.82,17.83,82.59,55.94,178.19,27.64,204.99,133.15,389.41,
2022-10-17,113.79,11.888,99.97,100.78,43.537,53.5,74.41,18.44,84.47,57.96,180.8,28.82,219.35,136.09,397.31,
2022-10-18,116.36,11.967,100.77,101.39,43.483,52.55,75.23,18.63,87.36,57.92,183.55,28.49,220.19,137.34,431.84,
2022-10-19,115.07,12.051,99.63,100.29,43.53,53.03,77.26,17.44,87.63,57.23,184.41,28.36,222.04,138.39,439.96,
2022-10-20,115.25,12.194,99.97,100.53,43.03,53.7,78.66,17.8,87.24,57.77,180.54,29.12,207.28,139.13,444.34,
2022-10-21,119.32,12.466,101.13,101.48,44.973,56.05,82.42,17.52,88.54,58.82,190.22,32.03,214.44,141.32,454.61,
2022-10-24,119.82,12.599,102.52,102.97,45.652,56.24,84.94,17.67,89.73,58.7,191.3,31.05,211.25,142.05,457.46,
2022-10-25,120.6,13.261,104.48,104.93,46.007,55.87,87.53,18.8,88.36,61.47,194.84,31.67,222.415,146.65,460.15,
2022-10-26,115.66,12.896,94.93,94.82,46.118,55.45,88.14,17.99,90.52,59.73,196.96,33.34,224.64,133.79,462.56,
2022-10-27,110.96,13.176,92.22,92.6,45.54,52.21,86.54,17.58,91.8,58.6,212.14,32.74,225.09,139.76,471.93,
2022-10-28,103.41,13.834,96.29,96.58,47.29,54.04,89.72,17.39,95.08,62.01,219.34,32.2,228.52,143.84,484.87,
2022-10-31,102.44,13.497,94.51,94.66,47.012,54.1,88.29,16.96,94.82,60.06,216.46,31.69,227.54,142.51,486.68,
2022-11-01,96.79,13.543,90.47,90.5,46.79,54.86,89.79,17.12,95.55,59.66,218.5,32.9,227.82,143.38,485.63,
2022-11-02,92.12,13.219,86.97,87.07,45.603,53.45,87.76,16.07,94.15,58.63,214.54,31.01,214.98,147.41,482.06,
2022-11-03,89.3,13.421,83.43,83.49,44.412,53.48,86.3,15.29,94.8,60.11,219.26,31.56,215.31,156.75,484.82,
2022-11-04,90.98,14.156,86.58,86.7,46.53,56.16,91.7,14.84,95.22,62.19,227.85,35.19,207.47,160.01,481.67,
2022-11-07,90.53,14.301,88.49,88.65,47.522,56.56,95.04,14.94,96.17,63.08,228.61,34.45,197.08,164.91,488.63,
2022-11-08,89.98,14.602,88.9,88.91,48.211,57.49,97.46,15.18,96.27,63.85,229.81,35.46,191.3,169.62,494.12,
2022-11-09,86.14,13.776,87.32,87.4,46.947,55.97,94.38,13.74,95.13,59.92,225.54,34.03,177.59,168.74,485.18,
2022-11-10,96.63,15.75,93.94,94.17,50.657,60.27,104.79,16.28,97.84,68.47,232.45,36.75,190.72,177.58,490.77,
2022-11-11,100.79,16.327,96.41,96.73,51.809,62.52,110.53,16.94,93.65,72.37,236.49,38.04,195.97,177.49,463.86,
2022-11-14,98.49,16.295,95.7,96.03,51.322,61.78,107.61,15.36,92.95,73.53,236.5,37.89,190.95,173.55,462.04,
2022-11-15,98.94,16.666,98.44,98.72,52.442,63.1,110.46,15.52,95.79,76.37,234.59,38.09,194.42,175.35,467.25,
2022-11-16,97.12,15.91,98.85,98.99,51.173,58.87,104.22,14.57,94.35,72.7,232.42,37.38,186.92,172.69,466.24,
2022-11-17,94.85,15.677,98.36,98.5,51.211,58.74,104.45,14.36,94.53,73.9,230.44,36.36,183.17,172.78,472.77,
2022-11-18,94.14,15.409,97.43,97.8,51.516,58.58,104.7,13.95,95.36,73.57,231.43,36.34,180.19,173.89,476.82,
2022-11-21,92.46,15.317,95.6,95.83,51.744,57.16,105.14,13.3,96.2,72.46,232.17,36.13,167.87,172.94,480.94,
2022-11-22,93.2,16.038,97.05,97.33,53.005,58.62,107.04,13.96,96.85,75.25,237.26,37.86,169.91,172.5,479.5,
2022-11-23,94.13,16.519,98.46,98.82,53.364,58.93,107.67,14.1,97.13,76.4,236.92,38.04,183.2,174.85,481.07,
2022-11-25,93.41,16.27,97.46,97.6,52.991,58.41,105.82,14.02,97.47,75.14,235.7,37.15,182.86,178.36,483.46,
2022-11-28,93.95,15.827,96.05,96.25,52.221,55.75,103.47,13.48,96.9,73.19,232.3,36.19,182.92,171.83,483.21,
2022-11-29,92.42,15.639,95.19,95.44,52.139,55.12,103.25,13.44,97.43,73.39,235.12,37.51,180.83,175.32,484.1,
2022-11-30,96.54,16.923,100.99,101.45,55.103,57.65,109.6,14.41,98.72,77.63,236.41,39.8,194.7,178.88,485.19,
2022-12-01,95.5,17.135,100.99,101.28,55.075,55.49,107.01,14.29,99.5,77.48,235.69,39.57,194.7,175.78,483.69,
2022-12-02,94.13,16.876,100.44,100.83,54.08,54.68,106.71,14.28,101.01,74.98,236.13,40.22,194.86,182.87,496.23,
2022-12-05,91.01,16.61,99.48,99.87,53.064,54.04,106.43,12.83,100.68,73.62,232.57,38.86,182.45,185.1,490.67,
2022-12-06,88.25,15.987,96.98,97.31,52.582,53.68,104.71,11.1,98.73,70.27,228.29,38.46,179.82,178.43,484.0,
2022-12-07,88.46,16.12,94.94,95.15,51.85,53.82,106.11,10.79,99.04,70.14,228.98,38.55,174.04,176.5,481.2,
2022-12-08,90.35,17.169,93.71,93.95,53.108,55.2,108.61,10.41,99.49,70.47,230.92,39.86,173.44,179.08,485.38,
2022-12-09,89.09,17.001,92.83,93.07,54.472,54.87,107.34,10.36,98.27,68.59,227.29,38.59,179.05,179.54,483.58,
2022-12-12,90.55,17.535,93.31,93.56,55.663,55.35,109.37,10.7,99.56,70.67,233.06,38.88,167.82,186.27,486.32,
2022-12-13,92.49,18.072,95.63,95.85,57.104,55.24,111.87,10.56,99.89,71.65,235.49,39.26,160.95,187.13,480.22,
2022-12-14,91.58,17.674,95.07,95.31,57.444,54.59,109.64,10.53,99.95,68.93,234.48,39.43,156.8,188.25,485.19,
2022-12-15,88.45,16.952,90.86,91.2,55.8,52.04,104.56,9.76,98.49,66.53,230.66,38.15,157.67,183.72,478.79,
2022-12-16,87.86,16.571,90.26,90.86,55.591,52.07,104.73,9.82,98.34,65.41,232.72,38.36,150.23,184.7,481.79,
2022-12-19,84.92,16.254,88.44,89.15,54.963,51.72,103.99,9.48,97.54,64.59,232.29,37.36,149.87,185.68,481.79,
2022-12-20,85.19,16.085,89.02,89.63,54.402,50.68,103.5,9.83,98.18,65.05,235.14,37.8,137.8,188.29,486.15,
2022-12-21,86.77,16.501,89.58,90.25,56.123,51.19,105.9,10.2,99.76,67.68,241.73,38.45,137.57,196.0,487.65,
2022-12-22,83.79,15.339,87.76,88.26,55.309,49.43,97.6,9.84,98.51,63.86,237.54,37.67,125.35,188.25,479.3,
2022-12-23,85.25,15.206,89.23,89.81,55.243,50.2,97.22,9.84,99.3,64.52,239.87,38.1,123.15,189.06,483.29,
2022-12-27,83.04,14.121,87.39,87.93,55.354,50.02,95.34,9.3,99.66,63.27,243.14,38.88,109.1,189.4,485.5,
2022-12-28,81.82,14.036,86.02,86.46,54.489,49.12,94.225,9.4,99.14,62.57,239.38,37.88,112.71,188.38,483.22,
2022-12-29,84.18,14.603,88.45,88.95,55.781,50.65,97.14,10.43,100.33,64.82,240.2,38.31,121.82,188.91,487.05,
2022-12-30,84.0,14.614,88.23,88.73,55.913,49.98,97.38,10.53,100.92,64.77,239.56,38.0,123.18,190.49,486.49,
2023-01-03,85.82,14.315,89.12,89.7,55.348,50.37,96.73,10.73,100.81,64.02,238.88,37.92,108.1,195.39,477.53,
2023-01-04,85.14,14.749,88.08,88.71,56.024,54.2,99.31,10.9,100.84,64.66,241.36,39.0,113.64,203.64,476.5,
2023-01-05,83.12,14.265,86.2,86.77,55.502,54.71,97.92,9.85,100.88,62.33,240.28,39.84,110.34,204.99,477.07,
2023-01-06,86.08,14.859,87.34,88.16,58.843,56.77,104.27,9.72,102.46,63.96,248.86,42.28,113.06,213.0,473.24,
2023-01-09,87.36,15.628,88.02,88.8,57.689,56.36,106.49,10.18,99.6,67.24,246.62,42.83,119.77,208.57,458.99,
