Date,SMM-REM-NDM,SMM-REO-DXO,SMM-MIN-GAL,SMM-MIN-GMN,SMM-REM-RCB
2022-10-14,920000,2325.0,2425,7300,359500
2022-10-17,920000,2325.0,2425,7300,359500
2022-10-18,930000,2320.0,2365,7300,359500
2022-10-19,930000,2320.0,2365,7300,359500
2022-10-20,930000,2320.0,2325,7300,359500
2022-10-21,930000,2320.0,2325,7300,359500
2022-10-24,930000,2325.0,2325,7300,358500
2022-10-25,930000,2340.0,2275,7300,356500
2022-10-26,930000,2340.0,2275,7300,353500
2022-10-27,930000,2310.0,2225,7300,351500
2022-10-28,930000,2290.0,2225,7300,350000
2022-10-31,925000,2285.0,2175,7300,348000
2022-11-01,915000,2275.0,2175,7300,346000
2022-11-02,910000,2275.0,2105,7300,344500
2022-11-03,910000,2275.0,2105,7300,343500
2022-11-04,910000,2280.0,2025,7350,341500
2022-11-07,910000,2285.0,2025,7350,340000
2022-11-08,910000,2292.5,1925,7400,340000
2022-11-09,910000,2290.0,1925,7400,340000
2022-11-10,910000,2275.0,1895,7400,338500
2022-11-11,910000,2265.0,1895,7400,337500
2022-11-14,905000,2255.0,1795,7400,337500
2022-11-15,905000,2250.0,1695,7400,340500
2022-11-16,905000,2255.0,1695,7400,343500
2022-11-17,905000,2290.0,1645,7400,344500
2022-11-18,905000,2300.0,1645,7400,346500
2022-11-21,905000,2300.0,1595,7400,348000
2022-11-22,905000,2300.0,1495,7400,349000
2022-11-23,905000,2300.0,1475,7400,349000
2022-11-24,905000,2292.5,1425,7400,347000
2022-11-25,905000,2292.5,1425,7450,345500
2022-11-28,905000,2290.0,1375,7450,344000
2022-11-29,905000,2290.0,1375,7450,342000
2022-11-30,910000,2290.0,1375,7500,340000
2022-12-01,910000,2312.5,1375,7500,337500
2022-12-02,910000,2312.5,1375,7550,336500
2022-12-05,915000,2325.0,1375,7600,336500
2022-12-06,915000,2340.0,1375,7700,334500
2022-12-07,915000,2362.5,1375,7700,333500
2022-12-08,915000,2377.5,1425,7700,331500
2022-12-09,915000,2382.5,1425,7700,329500
2022-12-12,915000,2395.0,1425,7750,329500
2022-12-13,915000,2410.0,1475,7750,328500
2022-12-14,915000,2430.0,1475,7750,328500
2022-12-15,935000,2440.0,1525,7850,328500
2022-12-16,945000,2455.0,1525,7850,328500
2022-12-19,945000,2470.0,1525,7850,328500
2022-12-20,945000,2470.0,1575,7850,328500
2022-12-21,950000,2475.0,1575,7850,328500
2022-12-22,950000,2485.0,1675,7900,328000
2022-12-23,950000,2495.0,1725,7900,327000
2022-12-26,950000,2490.0,1725,7900,325500
2022-12-27,950000,2490.0,1825,7900,325500
2022-12-28,950000,2490.0,1825,7900,325500
2022-12-29,950000,2495.0,1925,7950,324500
2022-12-30,955000,2495.0,1925,7950,323000
2023-01-03,955000,2495.0,1925,7950,322000
2023-01-04,955000,2490.0,1925,7950,322000
2023-01-05,955000,2490.0,1925,7950,322000
2023-01-06,955000,2485.0,1925,7950,321500
2023-01-09,965000,2475.0,1925,7950,318000
2023-01-10,965000,2465.0,1925,8000,314000
2023-01-11,965000,2460.0,2025,8050,312500
2023-01-12,965000,2450.0,2025,8050,309000
2023-01-13,965000,2450.0,2025,8050,309000
2023-01-16,965000,2450.0,2025,8050,307500
2023-01-17,965000,2450.0,2025,8050,305000
2023-01-18,965000,2450.0,2025,8050,303500
2023-01-19,965000,2450.0,2025,8050,302500
2023-01-20,965000,2450.0,2025,8050,302500
2023-01-30,965000,2450.0,2025,8050,297500
2023-01-31,970000,2455.0,2025,8050,296000
2023-02-01,980000,2455.0,2025,8050,296000
2023-02-02,980000,2455.0,2025,8050,296000
2023-02-03,980000,2455.0,2025,8050,296000
2023-02-06,985000,2445.0,2025,8050,296000
2023-02-07,985000,2445.0,2025,8050,296000
2023-02-08,985000,2435.0,2025,8200,296000
2023-02-09,985000,2405.0,2025,8300,292500
2023-02-10,970000,2390.0,2025,8350,292500
2023-02-13,970000,2365.0,2025,8350,292500
2023-02-14,960000,2310.0,2025,8350,292500
2023-02-15,960000,2290.0,2025,8450,290000
2023-02-16,960000,2265.0,2025,8450,290000
2023-02-17,930000,2255.0,2025,8500,290000
2023-02-20,930000,2255.0,2025,8550,290000
2023-02-21,920000,2230.0,2025,8550,295000
2023-02-22,920000,2210.0,2025,8550,295000
2023-02-23,910000,2210.0,2025,8550,295000
2023-02-24,885000,2200.0,2025,8550,295000
2023-02-27,885000,2170.0,1995,8600,300000
2023-02-28,875000,2135.0,1955,8650,300000
2023-03-01,875000,2095.0,1955,8650,302500
2023-03-02,875000,2045.0,1925,8650,305000
2023-03-03,855000,1990.0,1925,8700,305000
2023-03-06,825000,1965.0,1875,8700,305000
2023-03-07,815000,1955.0,1875,8750,307500
2023-03-08,825000,1965.0,1825,8750,312500
2023-03-09,815000,1965.0,1825,8750,316000
2023-03-10,800000,1965.0,1825,8750,316000
2023-03-13,797500,1965.0,1825,8800,316000
2023-03-14,790000,1965.0,1805,8800,312500
2023-03-15,735000,1960.0,1805,8800,310000
2023-03-16,730000,1960.0,1775,8800,309000
2023-03-17,720000,1960.0,1745,8800,309000
2023-03-20,720000,1955.0,1675,8800,307500
2023-03-21,720000,1965.0,1675,8800,305000
2023-03-22,720000,1975.0,1645,8900,304000
2023-03-23,720000,1975.0,1645,8900,302500
2023-03-24,710000,1990.0,1645,8900,302500
2023-03-27,705000,2005.0,1625,8900,297500
2023-03-28,700000,1990.0,1625,8900,297500
2023-03-29,700000,2010.0,1625,8900,294000
2023-03-30,685000,2045.0,1625,8900,294000
2023-03-31,685000,2070.0,1625,8900,290500
2023-04-03,685000,2070.0,1625,9000,285000
2023-04-04,685000,2045.0,1625,9000,281500
2023-04-06,685000,2030.0,1625,9100,277500
2023-04-07,680000,1995.0,1625,9100,275000
2023-04-10,680000,1975.0,1675,9150,271500
2023-04-11,665000,1965.0,1725,9150,271500
2023-04-12,655000,1940.0,1725,9200,271500
2023-04-13,640000,1925.0,1725,9200,271500
2023-04-14,625000,1910.0,1725,9250,271500
2023-04-17,615000,1880.0,1775,9250,272500
2023-04-18,605000,1875.0,1775,9250,274000
2023-04-19,605000,1875.0,1775,9250,275000
2023-04-20,605000,1890.0,1775,9250,274000
2023-04-21,605000,1935.0,1825,9300,272500
2023-04-24,595000,1930.0,1825,9300,271000
2023-04-25,585000,1925.0,1825,9300,270000
2023-04-26,575000,1910.0,1825,9300,269000
2023-04-27,565000,1905.0,1825,9300,268500
2023-04-28,560000,1900.0,1825,9300,267500
2023-05-04,560000,1900.0,1775,9300,260000
2023-05-05,560000,1900.0,1775,9300,260000
2023-05-08,560000,1900.0,1775,9300,256500
2023-05-09,565000,1910.0,1775,9325,256500
2023-05-10,565000,1960.0,1775,9325,256500
2023-05-11,565000,1990.0,1755,9325,256500
2023-05-12,565000,2000.0,1755,9325,256500
2023-05-15,565000,2010.0,1755,9350,255500
2023-05-16,565000,2015.0,1725,9350,255500
2023-05-17,565000,2020.0,1725,9350,257000
2023-05-18,565000,2040.0,1725,9350,257500
2023-05-19,565000,2060.0,1695,9350,257500
2023-05-22,565000,2095.0,1695,9350,257500
2023-05-23,585000,2130.0,1695,9350,256000
2023-05-24,585000,2130.0,1695,9350,255000
2023-05-25,585000,2130.0,1695,9350,255000
2023-05-26,585000,2135.0,1675,9350,255000
2023-05-29,595000,2140.0,1675,9350,255000
2023-05-30,595000,2140.0,1675,9350,255000
2023-05-31,595000,2120.0,1675,9375,255000
2023-06-01,595000,2110.0,1675,9375,256000
2023-06-02,595000,2090.0,1675,9375,256000
2023-06-05,595000,2080.0,1655,9375,257000
2023-06-06,605000,2090.0,1655,9375,259000
2023-06-07,605000,2090.0,1655,9375,259500
2023-06-08,605000,2100.0,1655,9375,260500
2023-06-09,605000,2110.0,1655,9375,262000
2023-06-12,605000,2125.0,1655,9375,267000
2023-06-13,605000,2150.0,1655,9400,272500
2023-06-14,620000,2150.0,1655,9400,272500
2023-06-15,620000,2150.0,1655,9450,275000
2023-06-16,620000,2145.0,1655,9450,275000
2023-06-19,620000,2145.0,1655,9450,274500
2023-06-20,620000,2145.0,1655,9450,274500
2023-06-21,620000,2185.0,1655,9450,274500
2023-06-26,610000,2235.0,1655,9450,277500
2023-06-27,610000,2250.0,1655,9450,280000
2023-06-28,600000,2250.0,1675,9450,282500
2023-06-29,590000,2255.0,1675,9450,291500
2023-06-30,,,1675,9450,293000
2023-07-03,585000,2250.0,1675,9450,293000
2023-07-04,580000,2125.0,1675,9450,297000
2023-07-05,580000,2075.0,1675,9450,297000
2023-07-06,575000,2040.0,1675,9500,302500
2023-07-07,575000,2020.0,1675,9550,302500
2023-07-10,565000,2005.0,1725,9550,307500
2023-07-11,555000,2005.0,1775,9550,307500
2023-07-12,555000,2005.0,1775,9550,307500
2023-07-13,555000,2070.0,1775,9600,307500
2023-07-14,555000,2110.0,1775,9600,304500
2023-07-17,555000,2180.0,1775,9600,302500
2023-07-18,555000,2230.0,1775,9600,300000
2023-07-19,555000,2260.0,1775,9600,300000
2023-07-20,555000,2270.0,1775,9600,297000
2023-07-21,555000,2290.0,1775,9600,292000
2023-07-24,565000,2310.0,1825,9600,294000
2023-07-25,575000,2335.0,1825,9600,294000
2023-07-26,575000,2335.0,1825,9600,293500
2023-07-27,575000,2290.0,1825,9600,290000
2023-07-28,575000,2305.0,1825,9600,290000
2023-07-31,575000,2305.0,1825,9600,288500
2023-08-01,575000,2305.0,1825,9600,288500
2023-08-02,575000,2290.0,1775,9600,288500
2023-08-03,580000,2290.0,1775,9600,281000
2023-08-04,580000,2305.0,1775,9600,281000
2023-08-07,580000,2305.0,1725,9600,280000
2023-08-08,590000,2330.0,1705,9600,279000
2023-08-09,592500,2340.0,1705,9600,273000
2023-08-10,592500,2340.0,1705,9600,270500
2023-08-11,592500,2340.0,1675,9600,270000
2023-08-14,592500,2340.0,1675,9600,269000
2023-08-15,592500,2340.0,1625,9600,267500
2023-08-16,592500,2340.0,1625,9650,265000
2023-08-17,592500,2350.0,1625,9650,265000
2023-08-18,592500,2360.0,1625,9650,264000
2023-08-21,597500,2420.0,1625,9650,263000
2023-08-22,602500,2445.0,1625,9650,260500
2023-08-23,602500,2445.0,1625,9650,259000
2023-08-24,602500,2445.0,1625,9650,257500
2023-08-25,602500,2450.0,1625,9650,256500
2023-08-28,615000,2465.0,1625,9650,252000
2023-08-29,615000,2475.0,1625,9650,249500
2023-08-30,615000,2475.0,1625,9650,249500
2023-08-31,615000,2475.0,1655,9700,249500
2023-09-01,615000,2495.0,1655,9700,249500
2023-09-04,625000,2530.0,1685,9700,253000
2023-09-05,630000,2570.0,1685,9700,253000
2023-09-06,630000,2590.0,1715,9700,253000
2023-09-07,640000,2590.0,1725,9700,255000
2023-09-08,640000,2600.0,1725,9700,255000
2023-09-11,642500,2600.0,1725,9700,254000
2023-09-12,642500,2600.0,1745,9700,254000
2023-09-13,642500,2595.0,1745,9700,253500
2023-09-14,642500,2610.0,1745,9700,253000
2023-09-15,642500,2610.0,1765,9700,253000
2023-09-18,642500,2610.0,1765,9700,253000
2023-09-19,642500,2630.0,1785,9700,253000
2023-09-20,637500,2645.0,1875,9700,253000
2023-09-21,637500,2650.0,1875,9700,253000
2023-09-22,637500,2660.0,1875,9700,253000
2023-09-25,637500,2670.0,1875,9700,253000
2023-09-26,637500,2680.0,1875,9700,253000
2023-09-27,637500,2680.0,1905,9700,253000
2023-09-28,637500,2690.0,1905,9700,253000
2023-10-09,650000,2730.0,1955,9650,253000
2023-10-10,650000,2705.0,1955,9650,253000
2023-10-11,650000,2690.0,1955,9650,254000
2023-10-12,650000,2690.0,1955,9650,255000
2023-10-13,650000,2690.0,1955,9650,257500
2023-10-16,650000,2690.0,1955,9650,261500
2023-10-17,650000,2690.0,1955,9650,271000
2023-10-18,650000,2690.0,1975,9650,271000
2023-10-19,650000,2675.0,1975,9650,276000
2023-10-20,650000,2670.0,2005,9600,276000
2023-10-23,650000,2670.0,2005,9600,272500
2023-10-24,645000,2670.0,2005,9600,271500
2023-10-25,645000,2670.0,2005,9600,271500
2023-10-26,645000,2660.0,2025,9600,271500
2023-10-27,645000,2655.0,2025,9600,271500
2023-10-30,645000,2655.0,2025,9600,271500
2023-10-31,645000,2645.0,2025,9600,271000
2023-11-01,645000,2645.0,2025,9600,269500
2023-11-02,645000,2645.0,2075,9600,269000
2023-11-03,645000,2640.0,2075,9600,267000
2023-11-06,645000,2640.0,2075,9600,266500
2023-11-07,645000,2640.0,2075,9600,263000
2023-11-08,645000,2630.0,2075,9600,262500
2023-11-09,645000,2620.0,2075,9600,262500
2023-11-10,635000,2580.0,2025,9600,262500
2023-11-13,635000,2580.0,2025,9600,261500
2023-11-14,635000,2570.0,1995,9600,257500
2023-11-15,625000,2540.0,1995,9600,257500
2023-11-16,625000,2520.0,1975,9600,257500
2023-11-17,625000,2525.0,1925,9600,257500
2023-11-20,625000,2525.0,1895,9600,247000
2023-11-21,625000,2525.0,1895,9600,245500
2023-11-22,620000,2545.0,1875,9600,245500
2023-11-23,620000,2610.0,1865,9600,243500
2023-11-24,620000,2625.0,1865,9600,243500
2023-11-27,620000,2630.0,1865,9600,243500
2023-11-28,610000,2640.0,1855,9600,237500
2023-11-29,610000,2665.0,1855,9600,232500
2023-11-30,610000,2690.0,1855,9600,222500
2023-12-01,610000,2695.0,1855,9600,218000
2023-12-04,610000,2700.0,1855,9550,216000
2023-12-05,600000,2700.0,1855,9550,215000
2023-12-06,595000,2700.0,1855,9550,214000
2023-12-07,590000,2665.0,1855,9550,213500
2023-12-08,580000,2650.0,1855,9550,213500
2023-12-11,580000,2640.0,1855,9550,213500
2023-12-12,570000,2650.0,1855,9550,213500
2023-12-13,570000,2650.0,1855,9550,213500
2023-12-14,570000,2650.0,1855,9500,213500
2023-12-15,570000,2650.0,1855,9500,213500
2023-12-18,570000,2650.0,1855,9450,213500
2023-12-19,570000,2650.0,1885,9450,213500
2023-12-20,560000,2650.0,1885,9450,213500
2023-12-21,560000,2650.0,1885,9450,213500
2023-12-22,560000,2650.0,1885,9450,215000
2023-12-25,560000,2625.0,1885,9400,216000
2023-12-26,560000,2625.0,1885,9400,217500
2023-12-27,560000,2550.0,1885,9400,217500
2023-12-28,560000,2550.0,1885,9400,222500
2023-12-29,555000,2490.0,1915,9400,222500
2024-01-02,555000,2490.0,1915,9400,222500
2024-01-03,540000,2420.0,1935,9400,222500
2024-01-04,535000,2380.0,1935,9400,222500
2024-01-05,535000,2340.0,1935,9400,222500
2024-01-08,530000,2235.0,1985,9400,221500
2024-01-09,520000,2175.0,1985,9400,221500
2024-01-10,510000,2080.0,1985,9400,220500
2024-01-11,505000,2020.0,2015,9400,220000
2024-01-12,505000,1935.0,2015,9400,220000
2024-01-15,505000,1910.0,2015,9400,220000
2024-01-16,505000,1910.0,2015,9400,220000
2024-01-17,505000,1935.0,2015,9400,220000
2024-01-18,505000,1940.0,2015,9400,220000
2024-01-19,505000,1940.0,2015,9400,220000
2024-01-22,505000,1940.0,2015,9400,220000
2024-01-23,505000,1940.0,2015,9400,220000
2024-01-24,505000,1930.0,2015,9400,220000
2024-01-25,505000,1920.0,2015,9400,220000
2024-01-26,505000,1915.0,2015,9400,220000
2024-01-29,505000,1915.0,2015,9400,220000
2024-01-30,505000,1915.0,2015,9400,220000
2024-01-31,505000,1915.0,2015,9400,220000
2024-02-01,505000,1915.0,2045,9400,220000
2024-02-02,505000,1915.0,2045,9400,220000
2024-02-05,505000,1915.0,2045,9400,220000
2024-02-06,505000,1915.0,2045,9400,220000
2024-02-07,505000,1915.0,2045,9400,220000
2024-02-08,505000,1915.0,2045,9400,220000
2024-02-19,505000,1915.0,2075,9400,217500
2024-02-20,500000,1915.0,2075,9400,217500
2024-02-21,500000,1900.0,2125,9400,215500
2024-02-22,490000,1860.0,2125,9400,215500
2024-02-23,485000,1850.0,2125,9400,216500
2024-02-26,485000,1860.0,2125,9400,219000
2024-02-27,480000,1865.0,2125,9400,219000
2024-02-28,480000,1855.0,2125,9400,219000
2024-02-29,475000,1820.0,2125,9400,219000
2024-03-01,470000,1810.0,2125,9400,220000
2024-03-04,465000,1800.0,2125,9400,220000
2024-03-05,462500,1800.0,2125,9400,220000
2024-03-06,462500,1820.0,2095,9400,220000
2024-03-07,462500,1840.0,2095,9400,220000
2024-03-08,452500,1840.0,2095,9400,220000
2024-03-11,452500,1830.0,2095,9400,220000
2024-03-12,442500,1830.0,2095,9400,220000
2024-03-13,442500,1830.0,2095,9400,220000
2024-03-14,442500,1830.0,2095,9400,221000
2024-03-15,437500,1815.0,2095,9400,225000
2024-03-18,437500,1810.0,2095,9450,227500
2024-03-19,437500,1805.0,2095,9450,229000
2024-03-20,437500,1800.0,2095,9450,229000
2024-03-21,437500,1805.0,2095,9450,228000
2024-03-22,437500,1810.0,2095,9450,228000
2024-03-25,437500,1810.0,2095,9450,228000
2024-03-26,437500,1810.0,2095,9450,228000
2024-03-27,437500,1820.0,2095,9450,227500
2024-03-28,437500,1820.0,2125,9450,227500
2024-03-29,437500,1820.0,2125,9450,226000
2024-04-01,437500,1825.0,2125,9450,226000
2024-04-02,437500,1835.0,2125,9450,226000
2024-04-03,437500,1880.0,2125,9500,226000
2024-04-08,475000,2020.0,2125,9500,226000
2024-04-09,475000,1985.0,2125,9500,226000
2024-04-10,475000,1940.0,2125,9500,226000
2024-04-11,475000,1960.0,2125,9500,226000
2024-04-12,475000,2005.0,2175,9500,226000
2024-04-15,490000,2030.0,2175,9500,226000
2024-04-16,490000,2015.0,2175,9600,225500
2024-04-17,490000,2005.0,2175,9600,224500
2024-04-18,490000,2005.0,2195,9600,224500
2024-04-19,490000,2005.0,2195,9650,224000
2024-04-22,490000,1995.0,2195,9650,224000
2024-04-23,490000,1995.0,2195,9650,221500
2024-04-24,490000,1995.0,2195,9650,221500
2024-04-25,495000,2035.0,2195,9650,221000
2024-04-26,495000,2035.0,2225,9650,220500
2024-04-29,495000,2040.0,2225,9650,220000
2024-04-30,495000,2040.0,2225,9650,211000
2024-05-06,495000,2020.0,2225,9650,210000
2024-05-07,495000,2020.0,2225,9650,210000
2024-05-08,495000,2020.0,2225,9650,210000
2024-05-09,495000,2010.0,2225,9700,210000
2024-05-10,495000,2050.0,2225,9700,210000
2024-05-13,495000,2130.0,2255,9700,210000
2024-05-14,495000,2090.0,2255,9700,210000
2024-05-15,495000,2060.0,2275,9700,210000
2024-05-16,495000,2040.0,2275,9700,215000
2024-05-17,500000,2060.0,2275,9700,215000
2024-05-20,500000,2060.0,2275,9700,216500
2024-05-21,495000,2060.0,2285,9700,226500
2024-05-22,495000,2045.0,2300,9750,226500
2024-05-23,495000,2040.0,2300,9750,226500
2024-05-24,490000,2025.0,2320,9750,226500
2024-05-27,490000,2025.0,2320,9750,230000
2024-05-28,485000,1990.0,2320,9750,235000
2024-05-29,475000,1945.0,2320,9750,235000
2024-05-30,475000,1945.0,2350,9800,230000
2024-05-31,465000,1935.0,2350,9800,230000
2024-06-03,465000,1925.0,2350,9850,227500
2024-06-04,465000,1925.0,2350,9900,227500
2024-06-05,462500,1900.0,2350,10000,227500
2024-06-06,462500,1890.0,2350,10050,227500
2024-06-07,462500,1890.0,2350,10100,227500
2024-06-11,462500,1900.0,2350,10150,227500
2024-06-12,457500,1880.0,2350,10150,227500
2024-06-13,457500,1860.0,2350,10200,226500
2024-06-14,457500,1860.0,2350,10200,226500
2024-06-17,457500,1895.0,2350,10200,226500
2024-06-18,457500,1895.0,2350,10200,225500
2024-06-19,457500,1875.0,2350,10200,224000
2024-06-20,457500,1840.0,2350,10200,222000
2024-06-21,457500,1825.0,2350,10200,222000
2024-06-24,457500,1825.0,2350,11200,222000
2024-06-25,457500,1805.0,2350,11200,220000
2024-06-26,457500,1805.0,2350,11200,220000
2024-06-27,457500,1805.0,2350,11200,220000
2024-06-28,457500,1810.0,2350,11200,218000
2024-07-01,457500,1810.0,2350,12200,216500
2024-07-02,462500,1835.0,2350,12200,215500
2024-07-03,460000,1825.0,2350,12200,214000
2024-07-04,457500,1805.0,2350,12200,210000
2024-07-05,457500,1805.0,2350,12200,210000
2024-07-08,457500,1785.0,2350,12400,210000
2024-07-09,457500,1770.0,2350,12400,210000
2024-07-10,457500,1770.0,2350,12400,208000
2024-07-11,457500,1760.0,2350,12750,208000
2024-07-12,457500,1740.0,2375,12750,208000
2024-07-15,452500,1725.0,2375,13050,208000
2024-07-16,452500,1695.0,2375,13050,208000
2024-07-17,452500,1670.0,2375,13250,203000
2024-07-18,452500,1665.0,2375,13250,203000
2024-07-19,452500,1635.0,2375,13550,203000
2024-07-22,452500,1635.0,2375,13550,203000
2024-07-23,452500,1650.0,2375,13550,203000
2024-07-24,452500,1665.0,2375,14050,203000
2024-07-25,457500,1675.0,2375,14050,203000
2024-07-26,457500,1675.0,2375,14050,203000
2024-07-29,457500,1675.0,2375,14050,203000
2024-07-30,457500,1690.0,2375,14250,203000
2024-07-31,462500,1710.0,2425,14250,200000
2024-08-01,467500,1725.0,2475,14550,195000
2024-08-02,467500,1750.0,2475,14550,195000
2024-08-05,467500,1780.0,2475,14750,195000
2024-08-06,467500,1780.0,2525,14750,195000
2024-08-07,467500,1740.0,2525,14750,194000
2024-08-08,467500,1725.0,2575,15250,194000
2024-08-09,467500,1730.0,2575,15250,192500
2024-08-12,467500,1735.0,2575,15250,192500
2024-08-13,467500,1735.0,2575,15450,191000
2024-08-14,477500,1760.0,2575,15450,191000
2024-08-15,477500,1750.0,2575,15750,185000
2024-08-16,484000,1760.0,2575,15750,185000
2024-08-19,484000,1760.0,2575,15750,185000
2024-08-20,487500,1760.0,2575,16550,184000
2024-08-21,487500,1760.0,2575,16550,184000
2024-08-22,487500,1760.0,2575,16550,184000
2024-08-23,487500,1760.0,2575,16750,180000
2024-08-26,498000,1740.0,2575,16750,180000
2024-08-27,499000,1725.0,2575,16750,172500
2024-08-28,499000,1715.0,2575,17250,172500
2024-08-29,499000,1715.0,2575,17250,172500
2024-08-30,504000,1705.0,2575,17250,172500
2024-09-02,513000,1720.0,2555,17250,172500
2024-09-03,513000,1730.0,2555,17750,172500
2024-09-04,521500,1760.0,2525,17750,172500
2024-09-05,532500,1790.0,2525,17750,171500
2024-09-06,540000,1790.0,2525,17750,171500
2024-09-09,547500,1860.0,2575,17750,171000
2024-09-10,535000,1810.0,2575,18050,171000
2024-09-11,527500,1755.0,2575,18050,171000
2024-09-12,520000,1750.0,2575,18050,170000
2024-09-13,520000,1750.0,2575,18050,170000
2024-09-18,520000,1750.0,2575,18050,169000
2024-09-19,522500,1760.0,2575,18050,169000
2024-09-20,527500,1760.0,2575,18050,169000
2024-09-23,530000,1760.0,2575,18250,169000
2024-09-24,532500,1760.0,2575,18550,169000
2024-09-25,532500,1770.0,2625,18550,169000
2024-09-26,532500,1770.0,2625,18550,169500
2024-09-27,532500,1770.0,2625,18550,172000
2024-09-30,534000,1785.0,2625,18550,172000
2024-10-08,539000,1870.0,2625,18550,174000
2024-10-09,539000,1865.0,2625,18750,174000
2024-10-10,539000,1810.0,2625,18750,174000
2024-10-11,537500,1810.0,2625,18750,176000
2024-10-14,536000,1790.0,2625,18750,176000
2024-10-15,536000,1790.0,2625,18750,177500
2024-10-16,536000,1770.0,2625,18750,177500
2024-10-17,535000,1755.0,2625,18750,177500
2024-10-18,533000,1725.0,2625,18750,177500
2024-10-21,533000,1750.0,2625,18750,177500
2024-10-22,530000,1750.0,2625,18750,177500
2024-10-23,530000,1740.0,2625,18750,177500
2024-10-24,530000,1745.0,2625,18750,177500
2024-10-25,530000,1745.0,2625,18750,175000
2024-10-28,527500,1745.0,2625,18750,175000
2024-10-29,527500,1765.0,2625,18750,175000
2024-10-30,527500,1755.0,2625,18750,175000
2024-10-31,527500,1745.0,2625,18750,175000
2024-11-01,527500,1745.0,2625,18750,175000
2024-11-04,527500,1745.0,2625,18750,175000
2024-11-05,527500,1745.0,2575,18750,175000
2024-11-06,527500,1745.0,2525,18750,176000
2024-11-07,527500,1745.0,2525,18750,176500
2024-11-08,527500,1745.0,2525,18750,177500
2024-11-11,527500,1745.0,2525,18750,178500
2024-11-12,527500,1740.0,2475,18750,178500
2024-11-13,527500,1735.0,2475,18750,178500
2024-11-14,527500,1720.0,2475,18750,178500
2024-11-15,527500,1705.0,2425,18750,178500
2024-11-18,525000,1705.0,2425,18750,178500
2024-11-19,525000,1690.0,2375,18750,178500
2024-11-20,525000,1660.0,2375,18750,178500
2024-11-21,525000,1660.0,2325,18550,178500
2024-11-22,517500,1695.0,2275,18550,178500
2024-11-25,522000,1705.0,2275,18550,178500
2024-11-26,522000,1690.0,2225,18550,178500
2024-11-27,516000,1670.0,2225,18550,178500
2024-11-28,516000,1660.0,2225,18550,178000
2024-11-29,516000,1665.0,2225,18550,178000
2024-12-02,516000,1665.0,2225,18250,178000
2024-12-03,516000,1665.0,2225,18250,178000
2024-12-04,516000,1665.0,2225,18250,178000
2024-12-05,516000,1660.0,2225,18250,178000
2024-12-06,516000,1645.0,2225,18250,177500
2024-12-09,516000,1645.0,2225,18250,177500
2024-12-10,512000,1630.0,2225,18250,177500
2024-12-11,512000,1630.0,2225,17950,177500
2024-12-12,510000,1630.0,2225,17950,177500
2024-12-13,510000,1640.0,2225,17750,177500
2024-12-16,510000,1635.0,2225,17750,177000
2024-12-17,507000,1630.0,2225,17750,176000
2024-12-18,505000,1615.0,2225,17750,175000
2024-12-19,498000,1605.0,2225,17750,175000
2024-12-20,498000,1595.0,2225,17750,175000
2024-12-23,498000,1575.0,2225,17750,175000
2024-12-24,498000,1575.0,2175,17750,175000
2024-12-25,498000,1595.0,2175,17750,172500
2024-12-26,498000,1595.0,2125,17750,172500
2024-12-27,498000,1600.0,2075,17550,172500
2024-12-30,498000,1600.0,2075,17550,171500
2024-12-31,497000,1610.0,2025,17550,170500
2025-01-02,497000,1610.0,2025,17250,170500
2025-01-03,497000,1615.0,2025,17250,170000
2025-01-06,497000,1635.0,2025,17250,167500
2025-01-07,499000,1635.0,1975,17250,166000
2025-01-08,499000,1635.0,1955,16950,166000
2025-01-09,499000,1630.0,1905,16950,166000
2025-01-10,499000,1620.0,1875,16950,166000
2025-01-13,502500,1640.0,1875,16950,165000
2025-01-14,506000,1650.0,1875,16750,165000
2025-01-15,512500,1670.0,1825,16750,163500
2025-01-16,512500,1670.0,1825,16750,163500
2025-01-17,512500,1665.0,1825,16750,163500
2025-01-20,512500,1665.0,1825,16750,163500
2025-01-21,512500,1665.0,1795,16750,163500
2025-01-22,512500,1665.0,1795,16750,163500
2025-01-23,512500,1665.0,1795,16750,163500
2025-01-24,512500,1665.0,1795,16750,163500
2025-01-27,512500,1665.0,1795,16750,163500
2025-02-05,512500,1665.0,1795,16750,163500
2025-02-06,527500,1680.0,1795,16750,162500
2025-02-07,528000,1690.0,1795,16750,163500
2025-02-10,550000,1735.0,1795,16750,163500
2025-02-11,547500,1735.0,1795,16750,163500
2025-02-12,547500,1720.0,1795,16550,162500
2025-02-13,547500,1715.0,1795,16550,162500
2025-02-14,547500,1710.0,1775,16550,162500
2025-02-17,547500,1710.0,1775,16550,162500
2025-02-18,544000,1710.0,1775,16250,162500
2025-02-19,544000,1710.0,1775,16250,162500
2025-02-20,562500,1745.0,1775,16250,162500
2025-02-21,557500,1725.0,1775,16250,162500
2025-02-24,562000,1725.0,1775,16250,162500
2025-02-25,562000,1735.0,1745,15950,166500
2025-02-26,562000,1730.0,1745,15950,176500
2025-02-27,562000,1720.0,1745,15950,177500
2025-02-28,562000,1710.0,1745,15950,184000
2025-03-03,562000,1710.0,1745,15950,191500
2025-03-04,562000,1700.0,1705,15750,200000
2025-03-05,562000,1700.0,1705,15750,200000
2025-03-06,562000,1700.0,1705,15750,200000
2025-03-07,562000,1700.0,1705,15450,210000
