Date,NVDA.O,AAPL.O,GOOG.O,GOOGL.O,AVGO.O,TSLA.O,MU.O,AMD.O,AMAT.O,LRCX.O,INTC.O,KLAC.O,TXN.O,ADI.O,QCOM.O,RTX.N,BA.N,LMT.N,NOC.N,GD.N,CAT.N,GE.N,ETN.N,PH.N,HWM.N,FCX.N,WDC.O,STX.O,HON.O,.MVREMXTR,MARKET,CSI_RE
2016-04-05,-0.19105530350934816,-0.7974993731970803,-0.8116418973267394,-0.6860841599070029,-0.46271417679495935,1.3814472767828123,-1.2092958560709504,-0.3417860577542605,-0.6934071505018939,-1.0402178537320548,-0.31204843388617604,-0.8675711487967864,-0.06111351924142336,-0.44555265138842676,-0.8209096139086386,-0.5792747447204392,0.449432843400961,0.890406695756594,0.639696578023085,-0.7218546687316062,-0.5029211117535803,-1.1723899899801158,-2.411166512816729,-0.8755308352823551,-0.008852840308627518,-0.18207030852728878,-1.4339401466336423,-0.36553423905486826,-0.8349239495030758,-0.7192604212918382,-0.7023703992910653,
2016-04-06,-0.05763542571647798,0.5570985501738526,0.7292575987763403,0.8531839263697164,0.9730636583914366,1.5357979952178038,0.15768157293898585,0.1665035910696291,0.23307192752717204,0.6761158715802535,0.5414101531626971,0.43905217349993486,0.9247847500148202,0.9134246785318938,0.6601409317388179,0.5339120954412203,0.5961451955356961,0.555786680570879,-0.1587969117822173,0.5975860943805028,-0.09314563962966953,-0.3943020596465901,-0.6877192732559158,0.429167356805629,0.352107286868447,0.5703729949904792,0.3604836761130476,0.42258411121577605,1.2256948644891739,-0.12782524015627655,0.8915533973047368,0.10718867867521428
2016-04-07,-0.6159207318739722,-1.4754945715572394,-0.6039424805116967,-0.8239736949956368,-1.0674963119148426,-1.3055323081311139,0.07310742041136577,-0.8121688548170433,-0.7972156307270647,-1.2635168541031423,-1.6355448339295962,-1.0181531787416238,-1.818624857633282,-1.172176169434942,-0.7292942206576121,0.5473124611975244,-0.7103396706667449,-0.14253694649004492,-0.9941025546729878,-0.3238660100391546,-1.0301679745511698,-1.2319509699188433,-0.11053066355658037,-0.45679452610127985,-0.15046096693561542,-1.7752178542580785,-1.009710325072581,-0.3383664055507196,-1.346845129735482,-1.1289957413555092,-1.5236186261786582,-1.1258409089222277
2016-04-08,0.17430181066479472,-0.005670301457305735,-0.17437725214741345,-0.12005992298176682,0.38112780550369646,-1.1518503688957649,0.5901866120558289,0.48223669531572966,-0.09767988635081105,-0.1706806846293945,0.234631733274752,-0.15906167353945944,0.9416266494680274,0.5425408715669477,0.5858341195055322,0.439713578198693,0.5678673705023721,-0.15725419546996594,-0.03898394283586819,1.117519738310685,0.08633726073835128,0.6375629955260876,0.33636838641023104,0.6213851279848777,-0.5967874974329632,1.049586672944657,-0.12388525421974907,0.04488833355253077,0.34982568942794373,0.8464090022447902,0.01710326903093895,-0.28543593379807025
2016-04-11,0.16183122444734108,0.12344311991582889,-0.3745304595713882,-0.24729771001759565,-0.26547862404542766,-0.06465820008205535,-0.8910915292566728,0.0779355108746535,0.3415704216812208,0.11252668847229728,0.11376630253653996,0.03016323544274645,-0.13123507006236432,-0.3127856456838328,0.473372419005318,0.9127784481984194,-0.025338887108507537,-0.9925807925075505,-0.6578893566888654,-0.832350707367463,0.17634405508864756,-0.38165664054859455,0.6436824948612568,0.3817057262802045,1.74576198689074,0.9134007894318588,0.7626678285201464,0.9202491763943622,-0.19208302852927503,1.4513380838570435,-0.022025186151695346,1.384286525987213
2016-04-12,-0.1723360058691059,0.7277322755994627,0.6630137509087495,0.6113201953261674,-0.13246154231846852,-0.37617753103808316,-0.9445094157489007,0.23215033320991726,-0.09839127771289943,-0.07723827176431941,0.5700842292586613,-0.12587572028626356,0.7731973501816762,0.22480967565922857,-0.22524934847673808,1.0560221639361769,1.03545917611386,0.6778047700868983,0.3371541128047493,1.144798557900489,1.2394988282231396,0.381955878233537,0.8803451783769419,0.7525293504681673,-1.309335251533747,1.3909792589307972,-0.20473611873680791,0.011250974778827035,0.9515402764003409,0.804815032596153,0.34899660863810184,-0.3737382699622114
2016-04-13,1.0287628874620434,0.8531001191656186,0.8306664293100585,0.6911111367456791,1.5963321676353694,1.028072864473235,2.1673011541912808,-0.07645263014850805,0.968968300734073,1.0189982144787413,0.8080258263840189,0.8493676148776893,0.9021168052717099,1.3026485103651568,1.2241168957820072,1.7602640717919458,1.0848586305132042,0.16440483153993937,0.467506444609451,0.47917611692040896,2.575613042316518,0.6776849548880485,1.453649749932076,0.4618088793523217,1.3290534511305305,0.7653650030102724,0.570315876618718,-0.6331701482304433,1.4792238640273256,1.0447729203184932,1.5232655115405123,1.5272023577997258
2016-04-14,0.004668942492873068,-0.04514777557836289,0.09089418827012855,0.28445127078571186,-0.27961027978854835,-0.46191491480998015,-1.4330554505672546,-0.45874443306810414,0.3789971755531743,-1.0322314557728898,-1.0018939599830907,-0.5926269842244277,0.023540775322638725,-0.5205791177057353,-0.12310955190196944,0.0008810117304982076,-0.2382522946133513,-0.5478768917597716,-0.5994317081277104,-0.6148871006656338,-0.1449404185122642,0.1262504642197739,-0.47676578256642554,-0.03831149935013091,0.9136437655034437,-0.1998363794154038,-2.25677291646776,-4.368827805801862,-0.2144033783273776,0.7436792734880903,-0.31176303340777095,0.044422742009646125
2016-04-15,0.239438821358558,-1.5109241461253922,0.5409415713560202,0.3989817115112158,-1.2740486378094706,0.3784138428793806,0.7638561018431123,-0.13812755209507915,-0.09627703556716945,-0.06648488583098472,-1.03798844148909,-0.044757053016392885,-0.41411182116508755,-1.0830187495245265,-0.8378215544633564,-0.2169845296672753,0.1414070323997667,0.1453808557485756,0.8992395540723851,0.8383454760935186,0.02733284534576374,-0.0002800465566883612,0.17716233108639173,1.0858237686660366,-0.057337719523712305,0.25915070032642773,-0.9469839100875802,-0.9461047067637776,0.060624014721525066,-0.21321058427873524,-0.17652418428192526,-0.0008680128688120681
2016-04-18,-0.3202193818430016,-1.39911195037215,0.7290846681365021,0.7071519867475492,0.08710493520746357,-0.14347736508129527,0.5123822280296075,0.3173884459235032,0.16834499814539336,0.2295492022289102,0.5663993584704892,0.16718967542606075,-0.014700430810459922,0.008586198850223475,0.4893992954415118,0.5944093321493863,0.515278167880462,0.6413665569601756,0.4286616993184191,1.0034028420773455,-0.0074927006387825595,0.0846405813089763,-0.2304689590696877,-0.36291432202606505,0.31080312362420864,0.3318825325555852,0.3587575311518649,0.10251041043231822,0.7007317497867841,-0.9689140550571963,-0.1269412927878024,-0.8575102428089546
