Date,AMD.O,ALB.N,AME.N,APH.O,ADI.O,AAPL.O,AMAT.O,APTV.N,AXON.N,BA.N,AVGO.O,CAT.N,COHR.O,GLW.O,CMI.N,DELL.O,DOV.N,DD.N,ETN.N,ECL.N,EMR.N,FSLR.O,F.N,FTV.N,FCX.N,GE.N,GEV.N,GNRC.N,GD.N,GM.N,HPE.O,HWM.N,HPQ.O,HUBB.N,HII.N,IEX.N,ITW.N,IR.N,INTC.O,IFF.N,JBL.N,KEYS.O,KLAC.O,LHX.N,LRCX.O,LMT.N,LYB.N,MCHP.O,MU.O,MPWR.O,NTAP.O,NDSN.N,NOC.N,NUE.N,NVDA.O,NXPI.O,ON.O,OTIS.N,PCAR.N,PH.N,PNR.N,PPG.N,QCOM.O,Q.N,RTX.N,ROK.N,ROP.N,SNDK.O,STX.O,SHW.N,SWKS.O,SNA.N,SWK.N,STLD.N,SMCI.O,TEL.N,TDY.N,TER.O,TSLA.O,TXN.O,TXT.N,TDG.N,TRMB.N,VRT.N,GWW.N,WAB.N,WDC.O,XYL.N,ZBRA.N,ABT.N,A.N,ALGN.O,ANET.O,BAX.N,BDX.N,TECH.N,BSX.N,BR.N,CRL.N,CIEN.O,CSCO.O,COO.N,DHR.N,DXCM.O,EW.N,FFIV.O,GEHC.N,HOLX.O,IDXX.O,PODD.O,ISRG.O,IQV.N,LITE.O,MDT.N,MTD.N,MSI.N,RMD.N,RVTY.N,STE.N,SYK.N,TMO.N,WAT.N,WST.N,ZBH.N,ACN.N,ADBE.O,AFL.N,ABNB.O,ALL.N,GOOGL.O,GOOG.O,MO.N,AMZN.O,AXP.N,AIG.N,APP.O,ACGL.N,AIZ.N,ADSK.O,BAC.N,BKNG.N,BF.B.N,CDNS.O,COF.N,CCL.N,SCHW.N,CMG.N,CB.N,CINF.N,C.N,CFG.N,CTSH.N,STZ.N,DRI.N,DDOG.O,DPZ.N,EBAY.O,EPAM.N,EXPE.N,FICO.N,FITB.N,IT.N,GL.N,GS.N
2018-07-31,18.33,94.2,77.8,,96.14,47.5725,48.63,98.07,67.92,356.3,22.177,143.8,,,142.81,,82.98,40.926101,83.17,140.7,72.28,52.35,9.419282,51.704435,16.5,65.231008,,53.75,199.76,37.91,,16.625407,,123.25,233.05,153.58,143.33,28.61,48.1,132.76,28.17,,117.42,164.95,19.064,326.1,105.791266,46.715,52.79,132.68,77.52,134.2,300.49,66.93,6.1215,95.34,22.05,,40.297682,169.05,44.65,110.66,64.09,,80.061434,187.56,,,52.62,146.909853,94.58,169.59,149.47,47.09,2.21,93.57,219.42,43.25,19.87598,111.32,68.27,278.730679,35.3,9.85,346.56,110.32,53.007024,76.56,137.98,65.54,66.04,356.65,,72.45,191.823848,40.1575,33.61,112.98,124.3,,42.29,,90.925886,23.7825,47.483286,171.38,,42.91,244.93,83.16,169.396497,121.94,52.25,90.23,592.51,121.3,105.78,79.18,114.47,163.25,234.53,197.27,109.65,121.769839,159.33,244.68,46.54,,95.12,61.361,60.863,58.68,88.872,99.52,55.21,,29.033419,110.3,128.44,30.88,2030.81,,44.09,93.973185,59.24,51.06,8.6732,139.72,75.68,71.89,39.78,81.5,210.23,106.94,,,33.45,130.21,133.84,201.46,29.59,135.43,88.07,237.43
2018-08-31,25.17,95.52,76.96,,98.85,56.9075,43.02,88.01,68.27,342.79,21.903,138.85,,,141.8,,85.87,41.735459,83.14,150.48,76.73,52.08,8.893904,52.901297,14.05,61.928778,,55.49,193.4,36.05,,17.154292,,126.36,244.47,153.21,138.88,27.96,48.43,130.29,29.56,,116.21,162.51,17.309,320.41,107.691479,43.015,52.52,149.87,86.81,139.04,298.49,62.5,7.017,93.14,21.34,,41.983649,175.6,43.48,110.54,68.71,,77.678583,180.96,,,53.54,151.859848,91.3,176.78,140.53,45.73,2.051,91.68,237.26,41.19,20.110647,112.4,69.03,259.774558,42.11,9.79,354.07,108.32,47.785662,75.91,171.99,66.84,67.54,386.49,,74.37,200.634705,48.2,35.56,135.14,123.51,,47.77,,91.776821,36.095,48.079952,189.12,,39.76,254.04,104.27,186.66648,127.09,67.9,96.41,584.46,128.36,111.41,92.43,114.42,169.43,239.1,189.48,117.05,119.936306,169.07,263.51,46.24,,100.57,61.59,60.9095,58.52,100.6355,105.98,53.17,,29.099988,102.82,154.35,30.93,1951.57,,47.04,98.725646,61.49,50.79,9.5036,135.24,76.71,71.24,41.16,78.53,208.2,116.04,,,34.61,142.93,130.39,230.98,29.44,149.76,87.92,237.81
2018-09-30,30.89,99.78,79.12,,92.46,56.435,38.65,83.9,68.36,371.9,24.673,152.49,,,146.07,,88.53,38.271886,86.73,156.78,76.58,48.42,8.678124,53.039881,13.92,54.032141,,56.41,204.72,33.67,,16.870687,,133.57,256.08,150.66,141.12,28.34,47.29,139.12,27.08,,101.71,169.21,15.17,345.96,97.884851,39.455,45.23,125.53,85.89,138.89,317.37,63.45,7.0255,85.5,18.43,,41.769072,183.93,43.35,109.13,72.03,,82.46198,187.52,,,47.35,151.736515,90.71,183.6,146.44,45.19,2.061,87.93,246.68,36.98,17.651316,107.29,71.47,276.325909,43.46,9.75,357.41,104.88,44.234229,79.87,176.75,73.36,70.54,391.22,,77.09,199.968145,51.0625,38.5,131.95,134.54,,48.65,,96.315137,35.76,58.033275,199.42,,40.98,249.66,105.95,191.333142,129.74,59.95,98.37,608.98,130.14,115.34,97.27,114.4,177.68,244.08,194.68,123.47,127.542071,170.2,269.95,47.07,,98.7,60.354,59.6735,60.31,100.15,106.49,53.24,,28.348714,107.95,156.11,29.46,1984.27,,45.32,94.580942,63.77,49.15,9.0904,133.64,76.76,71.74,38.57,77.12,215.62,111.19,,,33.02,137.7,130.48,228.55,27.91,158.5,86.69,224.24
2018-10-31,18.21,99.22,67.08,,83.71,54.715,32.88,76.8,61.85,354.86,22.349,121.32,,,136.69,,82.84,32.088634,71.67,153.15,67.88,41.8,8.959576,46.772104,11.65,48.336991,,50.73,172.58,36.59,,15.582965,,101.7,218.48,126.82,127.57,27.06,46.88,144.66,24.73,,91.54,148.71,14.173,293.85,85.242227,32.89,37.72,118.12,78.49,122.56,261.95,59.12,5.27075,74.99,17.0,,35.092641,151.63,40.15,105.09,62.89,,73.260872,164.73,,,40.23,131.156536,86.76,153.94,116.52,39.59,1.31,75.42,221.28,34.45,22.487978,92.83,53.63,245.115851,37.4,9.71,283.97,82.02,32.544726,65.58,166.35,68.94,64.79,221.2,,62.51,176.60022,41.965,36.14,116.94,121.82,,45.75,,88.107166,33.1925,49.199951,175.28,,38.99,212.12,88.21,173.726493,122.93,54.65,89.82,546.82,122.56,105.92,86.48,109.31,162.22,233.65,189.69,105.92,110.196272,157.62,245.76,43.07,,95.72,54.529,53.8385,65.04,79.9005,102.73,41.29,,26.988812,97.21,129.25,27.5,1879.525,,44.57,88.971644,56.04,46.24,9.2066,124.91,78.64,65.46,37.35,69.03,199.23,106.55,,,29.03,119.47,125.58,192.71,27.0,147.52,84.66,225.37
2018-11-30,21.3,96.32,73.43,,91.92,44.645,37.28,71.9,43.47,346.76,23.741,135.67,,,151.06,,84.89,34.427439,76.94,160.49,67.52,44.45,8.828232,47.918572,11.94,35.893805,,56.92,184.89,37.95,,16.464441,,110.16,215.5,137.4,139.05,24.75,49.31,141.63,24.97,,98.56,142.95,15.696,300.43,89.099946,37.5,38.56,132.07,66.87,120.28,259.88,60.41,4.08575,83.37,19.18,,38.127382,172.04,42.7,109.33,58.26,,71.863011,174.34,,,43.09,141.356525,72.77,166.24,130.85,35.21,1.49,76.93,224.58,35.69,23.36531,99.85,56.14,268.436184,37.96,9.85,314.04,94.6,34.297773,72.98,179.8,74.05,72.35,229.89,,68.55,193.647312,40.3225,37.67,105.87,134.85,,47.87,,97.095161,32.3975,54.003279,171.97,,44.41,203.76,83.93,176.95649,125.07,44.47,97.53,636.66,131.25,111.79,87.06,119.08,175.46,249.55,198.58,109.56,113.523793,164.52,250.89,45.74,,89.19,55.4825,54.7215,54.83,84.5085,112.27,43.25,,27.217048,97.24,144.5,28.4,1889.2,,45.04,89.350247,60.29,44.8,9.4642,133.74,81.72,64.79,36.36,71.24,195.76,110.54,,,29.85,130.25,120.71,198.63,27.92,153.19,86.41,190.69
2018-12-31,18.46,77.07,67.7,,85.83,39.435,32.74,61.57,43.66,322.5,25.428,127.07,,,133.64,,70.95,31.826784,68.66,147.35,59.75,42.455,7.177043,42.620883,10.31,36.228814,,49.7,157.21,33.45,,12.923207,,99.34,190.31,126.26,126.69,20.45,46.93,134.27,24.79,,89.49,134.65,13.617,261.84,79.407904,35.96,31.73,116.25,59.67,119.37,244.9,51.81,3.3375,73.28,16.51,,36.165451,149.14,37.78,102.23,56.91,,62.803459,150.48,,,38.59,131.153202,67.02,145.29,119.74,30.01,1.38,75.63,207.07,31.38,22.186644,94.5,45.99,252.396961,32.85,9.8,282.36,70.25,27.935419,66.72,159.27,72.33,67.46,209.43,,65.82,172.631503,36.085,35.34,96.25,113.18,,43.33,,91.404537,29.95,51.056616,162.03,,41.1,186.02,79.32,159.63984,116.17,42.01,90.96,565.58,115.04,113.87,78.55,106.85,156.75,223.79,188.65,98.03,100.621158,141.01,226.24,45.56,,82.63,52.248,51.7805,49.39,75.0985,95.32,39.41,,25.353127,89.44,128.61,24.64,1713.79,,43.48,75.312056,49.3,41.53,8.6358,129.18,77.06,52.06,29.73,63.44,160.82,99.86,,,28.07,116.01,112.46,187.0,23.53,127.84,74.53,167.05
2019-01-31,24.41,80.73,72.9,,98.86,41.61,39.08,79.13,51.03,385.62,26.825,133.16,,,147.11,,87.83,32.023172,76.25,158.17,65.47,50.59,8.255945,47.23825,11.64,48.624141,,52.93,171.17,39.02,,14.425549,,109.33,206.45,137.86,137.31,24.67,47.12,141.78,26.65,,106.57,153.18,16.958,289.69,83.046001,40.185,38.22,126.56,63.77,129.54,275.55,61.24,3.59375,87.03,20.04,,41.593126,164.81,41.19,105.44,49.52,,69.63941,169.52,,,44.28,140.506526,73.04,165.99,126.44,36.58,1.51,80.95,224.22,35.99,20.46798,100.68,53.23,290.205292,37.67,9.87,295.39,69.16,33.995524,71.26,173.74,72.98,76.05,248.95,,72.49,191.126641,43.68,38.15,100.83,123.19,,47.29,,98.318379,35.2575,56.80661,160.95,,44.4,212.78,81.19,174.546492,129.01,48.91,88.39,638.16,116.91,95.17,90.5,114.06,177.57,245.67,231.22,108.27,106.286676,153.55,247.82,47.7,,87.87,56.2945,55.8185,49.35,85.9365,102.7,43.23,,27.911263,96.39,147.2,28.47,1834.5,,48.03,80.293671,57.58,46.77,10.5922,133.05,81.13,64.46,33.92,69.67,173.66,104.93,,,33.65,141.48,119.28,225.2,26.83,135.89,83.76,198.01
2019-02-28,23.53,91.29,79.58,,106.96,43.2875,38.34,83.11,53.845,439.96,27.536,137.34,,,154.09,,90.53,31.678005,79.77,168.91,68.15,52.55,8.227799,51.383172,12.9,51.729345,,51.56,170.22,39.48,,14.172603,,118.05,209.41,144.1,144.08,26.85,52.96,127.5,28.4,,115.49,164.93,17.609,309.41,81.661423,43.435,40.88,134.11,65.2,135.94,289.96,60.57,3.8565,91.32,21.48,,43.040505,176.16,42.54,111.97,53.39,,74.122001,178.56,,,46.56,144.399856,81.66,160.0,132.43,37.33,1.912,82.09,236.04,40.83,21.325312,105.78,54.3,322.187251,40.01,9.93,304.77,73.26,38.007887,75.55,200.41,77.62,79.44,258.97,,74.73,190.613313,48.4825,40.12,101.25,142.17,,51.77,,112.589258,34.8325,56.429944,168.14,,47.15,211.03,93.91,182.536484,140.1,49.75,90.5,680.91,143.12,102.43,94.16,120.96,188.51,259.57,242.22,104.75,120.411667,161.38,262.5,49.14,,94.38,56.3275,55.996,52.41,81.9915,107.74,43.2,,31.049497,102.99,163.01,29.08,1696.76,,57.25,83.272676,57.76,46.01,12.1506,133.9,86.82,63.98,36.94,70.98,169.16,112.11,,,37.15,161.78,123.29,247.82,27.58,142.3,82.56,196.7
2019-03-31,25.52,81.98,82.97,,105.27,47.4875,39.66,79.49,54.38,381.42,30.071,135.49,,,157.87,,93.8,31.725614,80.56,176.54,68.47,52.84,8.237181,52.844604,12.89,49.73784,,51.23,169.28,37.1,,14.647834,,117.98,207.2,151.74,143.53,27.81,53.7,128.79,26.59,,119.41,159.71,17.901,300.16,80.286394,41.48,41.33,135.49,69.34,132.88,269.6,58.35,4.489,88.39,20.57,,43.262691,171.62,44.51,112.87,57.03,,76.021204,175.46,,,47.89,143.569856,82.48,156.52,136.17,35.22,2.11275,80.75,237.01,39.84,18.657315,106.07,50.66,336.95729,40.38,10.02,300.93,73.72,36.315289,79.04,208.83,79.94,80.38,284.33,,81.31,191.333505,49.5925,38.38,103.69,145.25,,53.99,,117.021208,29.775,63.776603,156.93,,48.4,223.6,95.09,190.193143,143.85,56.54,91.08,723.0,140.42,103.97,96.36,128.03,197.52,273.72,251.71,110.2,123.884707,176.02,266.49,50.0,,94.18,58.8445,58.6655,57.43,89.0375,109.3,43.06,,30.716654,94.91,155.82,27.59,1742.63,,63.51,81.389626,50.72,42.76,14.2062,140.08,85.9,62.22,32.5,72.4,175.33,121.47,,,37.14,169.13,119.21,271.63,25.2,151.68,81.95,191.99
2019-04-30,27.63,75.06,88.17,,116.24,50.1675,44.07,85.7,63.52,377.69,31.84,139.42,,,166.29,,98.04,34.03392,82.82,184.08,70.99,61.53,9.803934,54.387926,12.31,50.634017,,54.99,178.72,38.95,,16.464441,,127.6,222.58,156.66,155.63,33.75,51.04,137.79,30.21,,127.48,168.5,20.743,333.33,84.249151,49.945,42.06,155.71,72.85,146.19,289.91,57.07,4.525,105.62,23.06,,45.522635,181.08,38.99,117.5,86.13,,84.113461,180.71,,,48.32,151.609848,88.18,168.28,146.6,31.685,2.242,95.65,248.51,49.0,15.912651,117.83,53.0,358.132628,40.87,10.12,282.0,74.07,38.627499,83.4,211.045,79.56,78.5,324.68,,76.3,184.445713,51.2375,37.12,118.13,140.47,,55.95,,117.393492,30.2675,58.689941,156.9,,46.38,232.0,86.25,170.20983,138.9,61.97,88.81,745.26,144.91,104.51,95.84,130.98,188.91,277.45,213.54,123.79,119.480349,182.67,289.25,50.38,,99.06,59.948,59.424,54.33,96.326,117.23,47.57,,32.114595,95.0,178.21,30.58,1853.86,,69.38,92.488664,54.86,45.78,13.7608,145.2,96.23,70.7,36.2,72.95,211.67,117.6,,,38.75,179.36,129.95,279.75,28.83,158.97,87.66,205.92
2019-05-31,27.41,63.3,81.89,,96.62,43.7675,38.69,64.04,66.75,341.61,25.164,119.81,,,150.76,,89.41,27.014701,74.49,184.09,60.24,58.04,8.931431,47.968966,9.71,46.99952,,55.15,160.82,33.34,,16.786372,,114.54,205.12,152.71,139.64,33.97,44.04,135.42,24.59,,103.07,187.19,17.461,338.54,70.899914,40.015,32.61,116.45,59.2,125.9,303.25,48.0,3.3865,88.16,17.76,,41.789919,152.32,34.82,104.65,66.82,,74.493584,148.85,,,41.85,139.816527,66.63,155.92,127.22,25.15,1.9,84.23,235.8,42.14,12.343988,104.31,45.3,327.278833,39.91,10.08,261.69,62.38,28.124325,74.22,171.38,76.13,67.05,284.35,,73.44,178.852734,49.4425,38.41,124.87,125.45,,52.03,,117.012344,30.325,56.899943,132.08,,44.01,249.77,109.79,154.949845,135.85,40.47,92.58,723.09,149.95,114.12,86.34,133.68,183.24,266.98,200.71,114.6,110.526113,178.07,270.9,51.3,,95.51,55.325,55.1815,49.06,88.7535,114.71,51.07,,32.742241,99.96,160.91,26.6,1655.96,,63.57,85.554256,51.19,41.61,13.1994,146.07,98.34,62.15,32.58,61.94,176.45,116.32,,,35.93,172.59,115.04,295.9,26.5,151.3,85.51,182.49
2019-06-30,30.37,70.41,90.84,,112.87,49.48,44.91,80.83,64.68,364.01,28.786,136.29,,,171.34,,100.2,31.397952,83.28,197.44,66.72,65.68,9.597536,51.351676,11.61,52.277009,,69.41,181.82,38.53,,19.791056,,130.4,224.74,172.14,150.81,34.6,47.87,145.09,31.6,,118.2,189.13,18.784,363.54,82.243901,43.35,38.59,135.78,61.7,141.39,323.11,55.1,4.10575,97.61,20.21,,45.478198,170.01,37.2,116.71,76.07,,76.793861,163.83,,,47.12,152.763181,77.27,165.64,144.61,30.21,1.935,95.78,273.87,47.91,14.897318,114.76,53.04,359.082661,45.12,10.1,268.23,71.76,35.929921,83.64,209.55,84.1,74.67,273.7,,81.9,193.080353,52.0225,42.98,127.68,141.9,,54.73,,126.682859,37.46,61.579938,145.63,,48.02,275.33,119.38,174.849825,160.9,53.41,97.39,840.0,166.73,122.03,96.34,148.88,205.58,293.68,215.24,125.15,114.222282,184.77,294.65,54.81,,101.69,54.14,54.0455,47.35,94.6815,123.44,53.28,,35.290868,106.38,162.9,29.0,1876.56,,70.81,90.406349,46.55,40.19,14.6576,147.29,103.66,70.03,35.36,63.35,196.94,121.73,,,39.5,173.1,133.07,314.02,27.9,160.94,89.46,204.6
2019-07-31,30.45,72.96,89.61,,117.46,53.26,49.37,87.65,70.26,341.18,28.999,131.67,,,164.0,,96.85,30.180848,82.19,201.73,64.88,64.49,8.940813,47.905973,11.06,52.02807,,72.3,185.94,40.34,,19.193185,,129.88,228.3,168.22,154.23,32.97,50.55,143.99,30.88,,136.32,207.6,20.861,362.17,79.913991,47.21,44.89,148.16,58.49,141.89,345.57,54.38,4.218,103.39,21.51,,44.57676,175.08,38.81,117.39,73.16,,78.799231,160.78,,,46.31,171.013162,85.28,152.61,147.59,31.49,1.831,92.4,291.28,55.73,16.107317,125.01,49.3,360.29989,42.28,10.19,291.03,77.68,40.720577,80.29,211.31,87.1,69.41,209.08,,83.97,193.685621,52.5475,42.46,127.12,134.54,,55.4,,124.537795,39.2175,70.949929,146.72,,51.25,282.05,122.94,173.169827,159.17,56.63,101.94,756.75,165.96,128.7,86.12,148.86,209.78,277.68,210.56,137.27,131.092721,192.58,298.86,52.64,,107.4,60.91,60.834,47.07,93.339,124.37,55.99,,36.817191,113.36,156.17,30.68,1885.855,,73.91,92.080172,47.23,43.22,15.9106,152.84,107.33,71.16,37.26,65.14,196.82,121.56,,,41.19,193.79,132.83,347.42,29.7,139.33,91.32,220.13
2019-08-31,31.45,61.73,85.93,,109.83,52.185,48.02,83.17,59.98,364.09,28.264,119.0,,,149.27,,93.74,28.411655,80.72,206.31,59.59,62.07,8.60307,44.661848,9.19,41.074792,,77.99,191.27,37.09,,19.806386,,131.14,209.0,164.71,149.86,28.68,47.41,109.75,28.81,,147.9,211.41,21.051,384.11,73.888692,43.165,45.27,150.56,48.06,136.155,367.87,48.98,4.18775,102.14,17.8,,41.643911,165.77,35.92,110.79,77.77,,76.817454,152.79,,,50.21,175.583158,75.27,148.68,132.86,26.96,1.89,91.22,308.59,52.97,15.040652,123.75,45.0,423.094598,37.455,10.25,273.65,69.21,43.274586,76.61,204.79,85.32,71.11,183.11,,87.95,194.543721,47.95,42.73,129.44,131.2,,46.81,,125.947155,42.9025,73.946593,128.73,,49.37,289.74,154.17,170.446496,155.15,55.76,107.89,656.79,180.91,139.3,82.7,154.4,220.66,287.06,211.89,145.46,135.041122,198.17,284.51,50.18,,102.39,59.5265,59.405,43.74,88.8145,120.37,52.04,,37.592239,123.0,142.82,27.51,1966.93,,68.48,86.301498,44.08,38.27,16.7684,156.28,112.54,64.35,33.74,61.35,204.35,120.98,,,40.29,191.33,130.03,352.72,26.46,133.67,89.26,203.91
2019-09-30,28.99,69.52,91.82,,111.73,55.9925,49.9,87.42,56.72,380.47,27.607,126.31,,,162.67,,99.56,29.825336,83.15,198.04,66.86,58.01,8.593688,43.187818,9.57,44.510139,,78.34,182.73,37.48,,19.929026,,131.4,211.79,163.88,156.49,28.29,51.53,122.69,35.77,,159.45,208.64,23.111,390.06,85.433203,46.455,42.85,155.63,52.51,146.41,374.79,50.91,4.35175,109.12,19.21,,44.443448,180.61,37.8,118.51,76.28,,80.52149,164.8,,,53.79,183.289817,79.25,156.54,144.41,29.8,1.92,93.18,321.99,57.91,16.057984,129.24,48.96,409.222515,38.84,10.2,297.15,71.86,45.065415,79.62,205.99,83.67,76.63,180.92,,87.47,193.808206,48.8975,40.69,124.43,132.37,,49.41,,128.021308,37.31,73.30326,140.42,,50.49,271.93,164.93,179.976487,149.38,53.56,108.62,704.4,170.41,135.11,85.17,144.49,216.3,291.27,223.23,141.82,133.168784,192.35,276.25,52.32,,108.68,61.057,60.95,40.9,86.7955,118.28,55.7,,39.92214,125.82,147.7,29.17,1959.66,,66.08,90.645467,43.71,41.83,16.8094,161.44,116.71,69.08,35.37,60.28,207.28,118.22,33.91,,38.98,182.32,134.43,303.52,27.39,142.99,95.76,207.23
2019-10-31,33.93,60.74,91.65,,106.63,62.19,54.26,89.55,51.11,339.91,29.285,137.8,,,172.48,,103.89,27.566792,87.11,192.07,70.15,51.79,8.058928,43.464986,9.82,49.688052,,96.58,176.8,37.16,,21.055782,,141.7,225.66,155.53,168.58,31.83,56.53,122.01,36.82,,169.04,206.31,27.104,376.68,85.652826,47.145,47.55,149.92,55.88,156.5,352.48,53.85,5.0255,113.68,20.4,,48.176165,183.49,41.47,125.12,80.44,,84.685581,171.99,,,58.03,190.773143,91.06,162.67,151.33,30.37,2.068,89.5,329.6,61.22,20.994646,117.99,46.09,413.631716,39.86,10.27,308.84,69.37,39.02798,76.69,237.76,83.61,75.75,252.29,,76.7,196.137337,51.9825,41.7,125.22,129.98,,47.51,,122.16227,38.56,79.459921,144.08,,48.31,285.01,145.32,184.316482,144.42,62.66,108.9,704.94,166.32,147.92,85.96,141.57,216.27,301.98,211.62,143.84,134.100102,185.42,277.93,53.16,,106.42,62.94,63.0055,44.79,88.833,117.28,52.96,,39.712925,126.07,147.36,31.27,2042.92,,65.35,92.90712,42.89,40.71,15.5632,152.42,113.21,71.86,35.16,60.96,190.33,112.27,33.59,,35.25,175.96,136.6,304.04,29.09,154.08,97.33,213.38
2019-11-30,39.15,65.38,99.01,,112.95,66.8125,57.9,93.88,73.64,366.18,31.621,144.73,,,182.86,,111.48,27.106718,92.5,186.67,73.86,55.24,8.49987,45.461855,11.38,56.110656,,98.5,181.74,36.0,,23.730871,,147.02,251.67,162.74,174.33,33.87,58.05,141.23,38.84,,163.86,201.09,26.683,391.03,88.364688,47.27,47.51,160.68,60.59,165.82,351.77,56.36,5.4185,115.58,21.47,,51.718436,198.79,44.35,128.84,83.55,,87.493098,195.84,,,59.68,194.376472,98.3,160.46,157.74,33.7,2.13,92.71,341.99,62.59,21.995978,120.21,46.24,445.714346,40.52,10.23,316.95,78.57,38.030556,77.51,250.82,85.45,80.77,277.34,,81.97,198.052741,55.4375,43.25,123.71,145.25,,45.31,,129.395212,56.8275,81.646585,145.71,,51.32,251.58,185.7,197.633136,145.98,73.66,111.39,719.41,167.3,149.6,92.9,151.14,204.86,313.95,222.07,147.03,140.939469,201.16,309.53,54.84,,111.35,65.2045,65.248,49.7,90.04,120.12,52.66,,39.912631,132.87,180.9,33.32,1902.92,,70.25,99.642263,45.08,49.5,16.2784,151.48,107.09,75.12,38.46,64.12,186.06,118.44,40.77,,35.52,211.85,101.78,367.75,30.21,160.46,102.76,221.35
2019-12-31,45.86,73.04,99.74,,118.84,73.4125,61.04,94.97,73.17,325.76,31.602,147.68,,,178.96,,115.26,26.851586,94.72,192.99,76.26,55.96,8.725032,48.120149,13.12,55.562992,,100.59,176.35,36.6,,23.585236,,147.82,250.88,172.0,179.63,36.68,59.85,129.02,41.33,,178.17,197.87,29.24,389.38,90.217157,52.36,53.78,178.02,62.25,162.89,343.97,56.28,5.8825,127.26,24.38,,51.632216,205.82,45.87,133.49,88.23,,88.330635,202.67,,,59.5,194.513139,120.88,169.4,165.74,34.03,2.402,95.84,346.54,68.19,27.888639,128.29,44.6,465.439066,41.68,11.03,338.52,77.8,47.959455,78.79,255.67,86.86,85.31,279.04,,83.62,208.372936,54.89,45.22,123.54,152.76,,47.96,,136.043137,54.685,77.763256,139.65,,52.21,261.13,171.2,197.049803,154.51,79.3,113.45,793.28,161.14,154.97,97.1,152.42,209.94,324.87,233.65,150.33,145.208011,210.57,329.81,52.9,,112.45,66.9695,66.851,49.91,92.392,124.49,51.33,,40.797042,131.08,183.46,35.22,2053.91,,69.36,102.5316,50.83,47.56,16.7422,155.66,105.13,79.89,40.61,62.03,189.75,109.01,37.78,,36.11,212.16,108.17,374.68,30.73,154.1,105.25,229.93
2020-01-31,47.0,80.28,97.15,,109.75,77.3775,57.99,84.79,76.85,318.27,30.516,131.35,,,159.97,,113.85,21.405984,94.47,196.11,71.63,49.58,8.274708,47.200455,11.1,61.985596,,103.59,175.44,33.39,,22.956705,,143.23,261.0,163.85,174.98,35.31,63.93,131.11,38.89,,165.74,221.33,29.821,428.12,74.347035,48.74,53.09,171.17,53.4,168.98,374.57,47.49,5.91075,126.86,23.15,,48.491316,195.69,42.93,119.84,85.31,,88.590154,191.66,,,56.99,185.663148,113.15,159.63,159.33,29.89,2.796,92.18,365.06,65.99,43.37129,120.65,45.93,534.656504,42.52,12.4,302.67,73.86,49.493372,81.66,239.02,87.14,82.56,257.1,,89.22,210.832314,52.4925,41.87,119.15,154.58,,45.97,,142.593559,60.1875,73.286593,122.12,,53.52,271.01,194.04,186.593147,155.25,75.77,115.44,757.18,177.0,158.97,92.48,150.69,210.7,313.19,223.79,155.95,143.481192,205.21,351.14,51.57,,118.54,71.639,71.7115,47.53,100.436,129.87,50.26,,42.052336,130.56,196.85,32.83,1832.845,,72.11,99.433035,43.53,45.55,17.3352,151.99,105.1,74.41,37.28,61.38,188.3,116.43,46.21,,33.56,228.14,108.45,402.38,28.45,160.78,104.26,237.75
2020-02-29,45.48,81.85,86.0,,109.05,68.34,58.12,78.11,77.25,275.11,27.262,124.24,,,151.29,,102.74,17.942882,90.72,180.45,64.11,45.77,6.529702,43.565774,9.96,54.168938,,102.99,159.69,30.5,,22.496804,,133.24,205.53,148.0,167.78,32.79,55.52,119.78,32.05,,153.71,197.73,29.343,369.87,68.235796,45.355,52.56,158.64,46.72,143.56,328.84,41.35,6.75175,113.69,18.66,,43.678752,184.77,39.39,104.45,78.3,,77.023889,183.5,,,47.95,172.249828,100.18,144.75,143.7,26.65,2.538,82.87,337.32,58.76,44.532622,114.14,40.6,463.618867,39.56,11.79,277.54,68.7,41.982469,77.34,210.9,77.03,77.07,218.35,,83.47,182.208522,46.8725,37.39,104.36,155.57,,39.93,,128.154266,69.0,68.279932,119.95,,47.12,254.51,189.97,177.986489,139.49,77.82,100.67,701.7,165.68,158.96,86.44,158.62,190.59,290.8,194.89,150.56,132.082246,180.59,345.12,42.85,,105.25,66.9625,66.9665,40.37,94.1875,109.93,42.16,,38.438612,120.59,190.88,28.5,1692.1,,66.14,87.935468,33.46,40.75,15.4716,145.03,93.095,63.46,31.69,60.85,172.38,97.5,45.15,,34.64,223.2,98.55,376.03,24.38,129.39,92.66,200.77
