Date,AMD.O,ALB.N,AME.N,APH.O,ADI.O,AAPL.O,AMAT.O,APTV.N,AXON.N,BA.N,AVGO.O,CAT.N,COHR.O,GLW.O,CMI.N,DELL.O,DOV.N,DD.N,ETN.N,ECL.N,EMR.N,FSLR.O,F.N,FTV.N,FCX.N,GE.N,GEV.N,GNRC.N,GD.N,GM.N,HPE.O,HWM.N,HPQ.O,HUBB.N,HII.N,IEX.N,ITW.N,IR.N,INTC.O,IFF.N,JBL.N,KEYS.O,KLAC.O,LHX.N,LRCX.O,LMT.N,LYB.N,MCHP.O,MU.O,MPWR.O,NTAP.O,NDSN.N,NOC.N,NUE.N,NVDA.O,NXPI.O,ON.O,OTIS.N,PCAR.N,PH.N,PNR.N,PPG.N,QCOM.O,Q.N,RTX.N,ROK.N,ROP.N,SNDK.O,STX.O,SHW.N,SWKS.O,SNA.N,SWK.N,STLD.N,SMCI.O,TEL.N,TDY.N,TER.O,TSLA.O,TXN.O,TXT.N,TDG.N,TRMB.N,VRT.N,GWW.N,WAB.N,WDC.O,XYL.N,ZBRA.N,ABT.N,A.N,ALGN.O,ANET.O,BAX.N,BDX.N,TECH.N,BSX.N,BR.N,CRL.N,CIEN.O,CSCO.O,COO.N,DHR.N,DXCM.O,EW.N,FFIV.O,GEHC.N,HOLX.O,IDXX.O,PODD.O,ISRG.O,IQV.N,LITE.O,MDT.N,MTD.N,MSI.N,RMD.N,RVTY.N,STE.N,SYK.N,TMO.N,WAT.N,WST.N,ZBH.N,ACN.N,ADBE.O,AFL.N,ABNB.O,ALL.N,GOOGL.O,GOOG.O,MO.N,AMZN.O,AXP.N,AIG.N,APP.O,ACGL.N,AIZ.N,ADSK.O,BAC.N,BKNG.N,BF.B.N,CDNS.O,COF.N,CCL.N,SCHW.N,CMG.N,CB.N,CINF.N,C.N,CFG.N,CTSH.N,STZ.N,DRI.N,DDOG.O,DPZ.N,EBAY.O,EPAM.N,EXPE.N,FICO.N,FITB.N,IT.N,GL.N,GS.N
2016-09-30,6.91,85.49,47.78,,64.45,28.2625,30.15,59.736562,,131.74,17.252,88.77,,,128.15,,59.440662,,65.71,121.72,54.51,39.49,11.153019,32.063301,10.86,141.7566,,36.3,155.16,31.77,,17.479606,,107.74,153.42,93.57,119.84,,37.75,142.97,21.82,,69.71,91.61,9.471,239.72,77.020701,31.07,17.78,80.5,35.82,,213.95,49.45,1.713,102.01,12.32,,,125.53,43.138573,103.36,68.5,,59.925164,122.34,,,38.55,92.219908,76.14,151.96,122.98,,2.337,64.38,107.93,21.58,13.601986,70.18,39.75,180.685232,,,224.84,81.65,44.181335,52.45,,42.29,47.09,93.75,,47.6,137.702202,,23.8,67.79,83.34,,31.72,,69.484112,21.915,40.186626,124.64,,38.83,112.73,40.94,80.536506,81.06,41.77,86.4,419.83,76.28,64.79,56.11,73.1,116.41,159.06,158.49,74.5,126.135392,122.17,108.54,35.935,,69.18,40.203,38.8645,63.23,41.8655,64.04,59.34,,,92.25,72.33,15.65,,,25.53,71.565881,48.82,31.57,8.47,125.65,,47.23,24.71,,166.49,61.32,,,32.9,69.31,,124.59,,88.45,63.89,161.27
2016-10-31,7.23,83.55,44.1,,64.1,28.385,29.08,54.501656,,142.43,17.028,83.46,,,127.82,,53.992203,,63.77,114.17,50.68,40.49,10.84809,32.15779,11.18,139.267963,,38.09,150.74,31.6,,16.502771,,104.52,161.36,86.44,113.57,,34.87,130.78,21.34,,75.11,89.21,9.686,246.38,75.960784,30.275,17.16,78.81,33.94,,229.0,48.85,1.779,100.0,11.67,,,122.75,37.021008,93.13,68.72,,60.279053,119.72,,,34.31,81.619918,76.94,154.1,113.84,,2.37,62.87,107.68,23.29,13.181987,70.85,40.08,186.133863,,,208.12,77.31,44.158667,48.33,,39.24,43.57,85.92,,47.59,128.646173,,22.0,64.66,75.88,,30.68,,69.625935,19.56,31.739968,138.21,,36.01,107.14,37.12,74.675406,71.74,33.6,82.02,404.08,72.58,59.77,50.89,66.82,115.35,147.03,139.14,76.03,102.250964,116.24,107.51,34.435,,67.9,40.495,39.227,66.12,39.491,66.42,61.7,,,80.52,72.28,16.5,,,25.58,73.767755,49.1,31.7,7.2152,127.0,,49.15,26.34,,167.12,64.79,,,28.51,64.37,,120.68,,86.04,63.41,178.24
2016-11-30,8.91,87.78,47.35,,74.24,27.63,32.2,53.60544,,150.56,17.049,95.56,,,141.78,,58.609267,,66.51,116.73,56.44,30.32,11.051376,34.639704,15.35,147.212458,,40.98,175.35,34.53,,14.778139,,112.28,178.76,93.61,125.18,,34.7,121.05,21.15,,79.84,103.56,10.602,265.25,86.244852,33.09,19.53,82.04,36.56,,249.65,62.19,2.305,99.15,11.78,,,138.93,38.585654,95.93,68.13,,63.534829,133.71,,,40.1,89.556577,76.85,167.2,118.63,,2.735,67.64,124.87,24.38,12.626654,73.93,46.03,171.767001,,,230.57,84.67,48.103024,51.58,,38.07,43.98,93.05,,44.37,129.557905,,20.46,64.74,71.1,,29.82,,69.289106,16.3225,27.616639,140.75,,38.28,117.65,33.65,71.526524,76.83,40.1,73.01,412.02,80.25,61.48,50.72,65.61,113.66,140.11,134.57,81.15,98.816729,119.43,102.81,35.69,,69.92,38.794,37.902,63.93,37.5285,72.04,63.33,,,86.34,72.61,21.12,,,26.28,83.730985,51.41,38.66,7.9266,128.0,,56.39,33.51,,151.14,73.3,,,27.81,65.9,,113.69,,102.82,70.09,219.29
2016-12-31,11.34,86.08,48.6,,72.62,28.955,32.27,56.41135,,155.68,17.677,92.74,,,136.67,,60.481922,,67.09,117.22,55.75,32.09,11.20846,33.783003,13.19,151.232564,,40.74,172.66,34.84,,14.210929,,116.7,184.19,90.06,122.46,,36.27,117.83,23.67,,78.68,102.47,10.573,249.94,81.909692,32.075,21.92,81.93,35.27,,232.58,59.52,2.6685,98.01,12.76,,,140.0,37.652239,94.76,65.2,,64.655477,134.4,,,38.17,89.57991,74.66,171.27,114.69,,2.805,69.28,123.0,25.4,14.245986,72.97,48.56,170.079595,,,232.25,83.02,51.344651,49.52,,38.41,45.56,96.13,,44.34,126.838032,,21.63,66.3,76.19,,30.22,,68.996598,14.925,31.233302,144.72,,40.12,117.27,37.68,70.463192,76.05,38.65,71.23,418.56,82.89,62.05,52.15,67.39,119.81,141.1,134.39,84.83,100.116694,117.13,102.95,34.8,,74.12,39.6225,38.591,67.62,37.4935,74.08,65.31,,,92.86,74.01,22.1,,,25.22,86.919219,52.06,39.47,7.5464,132.12,,59.43,35.63,,153.31,72.72,,,29.69,64.31,,119.22,,101.07,73.76,239.45
2017-01-31,10.37,92.64,51.1,,74.94,30.3375,34.25,58.681205,,163.42,19.95,95.66,,,147.01,,62.758167,,70.78,120.13,58.66,31.19,11.466451,34.841281,16.65,142.139467,,40.26,181.08,36.61,,17.468558,,122.08,193.96,90.16,127.2,,36.82,117.21,23.98,,85.11,102.71,11.486,251.33,89.061751,33.675,24.11,87.24,38.32,,229.08,58.09,2.7295,97.85,13.32,,,147.13,39.371335,100.01,53.43,,64.684968,147.99,,,45.15,101.269899,91.74,181.53,124.0,,2.645,74.35,122.87,28.38,16.795317,75.54,47.37,147.835895,,,252.57,86.64,60.245902,49.31,,41.77,48.97,91.69,,47.91,135.832768,,24.06,66.53,80.8,,30.72,,74.385849,19.7875,32.079968,134.03,,40.53,122.33,41.6,76.965402,78.49,37.95,76.02,426.63,80.71,67.54,53.19,70.83,123.53,152.39,141.65,84.63,114.794655,113.87,113.38,34.995,,75.21,41.0095,39.8395,71.18,41.174,76.38,64.26,,,97.13,81.34,22.64,,,26.03,87.068667,55.38,41.24,8.4288,131.49,,55.83,36.17,,149.76,73.28,,,31.83,64.36,,123.3,,99.36,73.54,229.32
2017-02-28,14.46,101.51,53.97,,81.93,34.2475,36.22,63.765346,,180.23,21.093,96.66,,,148.49,,64.655038,,71.98,123.97,60.1,36.19,11.624161,36.31531,13.4,142.66591,,39.04,189.81,36.84,,22.067564,,118.62,218.5,92.19,132.01,,36.2,125.7,25.51,,90.12,109.9,11.854,266.58,87.123342,36.26,23.44,87.97,41.83,,247.09,62.57,2.537,102.81,15.13,,,154.84,38.988567,102.43,56.48,,66.383634,151.1,,,48.19,102.846564,94.81,169.67,127.15,,2.6,74.47,131.41,28.44,16.665983,76.62,47.3,173.659355,,,247.96,80.12,58.092373,48.12,,45.08,51.3,102.76,,50.92,140.245858,,24.55,69.33,86.97,,34.18,,75.830665,19.54,31.346635,143.27,,40.58,144.94,43.56,81.888725,77.39,45.9,80.91,476.22,78.97,72.03,54.26,70.13,128.56,157.68,154.99,82.47,113.582001,122.5,118.34,36.175,,82.16,42.2465,41.1605,74.92,42.252,80.06,63.92,,,99.0,86.3,24.68,,,30.9,93.514877,55.95,40.41,8.3748,138.17,,59.81,37.37,,158.81,74.68,,,33.9,73.63,,130.07,,103.21,77.53,248.06
2017-03-31,14.55,105.64,54.08,,81.95,35.915,38.9,67.417217,,176.86,21.896,92.76,,,151.2,,64.856833,,74.15,125.34,59.86,27.1,10.798503,37.934224,13.36,142.618051,,37.28,187.2,35.36,,20.189636,,120.05,200.24,93.51,132.47,,36.07,132.53,28.92,,95.07,111.27,12.836,267.6,87.075598,36.89,28.9,92.1,41.85,,237.84,59.72,2.72325,103.5,15.49,,,160.32,42.158151,105.08,57.34,,66.183097,155.71,,,45.93,103.396563,97.98,168.67,132.87,,2.535,74.55,126.46,31.1,18.553315,80.56,47.59,150.404578,,,232.76,78.0,62.361649,50.22,,44.41,52.87,114.71,,51.86,140.544661,,24.87,67.95,89.95,,33.8,,75.812937,21.1825,31.356635,142.57,,42.55,154.61,43.09,85.163163,80.53,53.35,80.56,478.91,86.22,71.97,58.06,69.46,131.65,153.6,156.31,81.61,118.46172,119.88,130.13,36.21,,81.49,42.39,41.478,71.42,44.327,79.11,62.43,,,95.67,86.47,23.59,,,31.4,86.341351,58.91,40.81,8.9104,136.25,,59.82,34.55,,162.07,83.67,,,33.57,75.52,,128.95,,107.99,77.04,229.72
2017-04-30,13.3,108.91,57.2,,76.2,35.9125,40.61,67.341834,,184.83,22.081,102.26,,,150.94,,63.67028,,75.64,129.09,60.28,29.55,10.640793,39.849203,12.75,138.74152,,35.17,193.79,34.64,,20.948472,,113.13,200.89,104.76,138.09,,36.15,138.59,29.02,,98.22,111.89,14.485,269.45,80.935714,37.79,27.67,91.5,39.85,,245.96,61.33,2.6075,105.75,14.18,,,160.8,43.319884,109.84,53.74,,70.18204,157.35,,,42.13,111.559888,99.74,167.53,136.15,,2.44,77.37,134.83,35.27,20.937979,79.18,46.66,168.556148,,,192.7,83.89,67.30343,51.41,,43.64,55.05,134.62,,55.68,143.249211,,26.38,69.94,89.7,,34.07,,73.862879,19.49,36.55663,129.13,,45.15,167.73,43.41,92.874259,84.28,42.75,83.09,513.42,85.97,67.99,59.41,73.8,136.37,165.33,169.89,92.03,116.075217,121.3,133.74,37.44,,81.29,46.226,45.298,71.78,46.2495,79.25,60.91,,,96.24,90.07,23.34,,,32.57,80.084443,61.77,38.85,9.4894,137.25,,59.12,36.71,,172.54,85.19,,,33.41,77.0,,135.48,,114.09,76.71,223.8
2017-05-31,11.19,113.6,61.02,,85.76,38.19,45.88,73.682352,,187.63,23.948,105.43,,,157.7,,66.632626,,77.38,132.84,59.12,38.51,10.316095,39.338962,11.49,131.036317,,34.65,203.25,33.93,,21.055782,,115.91,195.81,108.47,141.22,22.93,36.11,137.89,29.92,,104.0,112.16,15.517,281.13,76.887018,41.65,30.77,98.2,40.49,,259.22,58.1,3.60875,109.9,15.48,,,157.47,44.468187,106.36,57.27,,71.532715,158.72,,,43.57,110.589889,106.43,161.66,137.64,,2.46,78.85,131.51,35.55,22.733977,82.49,47.8,183.141621,,,172.28,81.75,68.051497,52.14,,45.66,60.34,145.2,,59.31,144.980736,,27.03,75.89,92.05,,31.53,,75.289967,16.71,38.356628,128.13,,43.31,168.39,41.97,101.630908,86.44,57.05,84.28,582.81,83.57,71.1,63.06,77.56,142.96,172.79,179.62,97.02,115.648363,124.47,141.86,37.69,,86.34,49.3545,48.243,75.44,49.731,76.94,63.63,,,97.98,111.77,22.41,,,35.14,76.637165,64.07,38.75,9.547,143.19,,60.54,34.1,,182.75,88.93,,,34.3,83.88,,132.66,,119.6,75.5,211.26
2017-06-30,12.48,105.54,60.57,,77.8,36.005,41.31,73.414325,,197.75,23.305,107.46,,,162.22,,64.751899,,77.83,132.75,59.62,39.88,10.381035,39.905896,12.01,129.265556,,36.13,198.1,34.93,,17.361248,,113.17,186.16,113.01,143.25,21.61,33.74,135.0,29.19,,91.51,109.08,14.143,277.61,80.582408,38.59,29.86,96.4,40.05,,256.71,57.87,3.614,109.45,14.04,,,159.82,44.683074,109.96,55.22,,72.022261,161.96,,,38.75,116.98655,95.95,158.0,140.73,,2.465,78.68,127.65,30.03,24.107309,76.93,47.1,183.681317,,,180.53,91.5,66.948286,55.43,,48.61,59.31,150.12,,60.54,149.485765,,27.72,75.56,101.15,,31.3,,74.802452,18.2875,39.413294,127.06,,45.38,161.42,51.31,103.929792,89.5,57.05,88.75,588.54,86.74,77.87,68.14,81.5,138.78,174.47,183.84,94.52,124.563793,123.68,141.44,38.84,,88.44,46.484,45.4365,74.47,48.4,84.24,62.52,,,103.69,100.82,24.26,,,33.49,82.316206,65.57,42.96,8.322,145.38,,66.88,35.68,,193.73,90.44,,,34.92,84.09,,139.41,,123.51,76.5,221.9
2017-07-31,13.61,115.8,61.58,,79.01,37.1825,44.31,75.734436,,242.46,24.666,113.95,,,167.9,,67.803036,,78.25,131.67,59.61,49.31,10.408866,40.781495,14.62,122.565379,,35.97,196.33,35.98,,19.00156,,118.79,206.11,116.54,140.71,22.96,35.47,133.18,30.5,,92.63,114.47,15.946,292.13,86.025229,40.02,28.12,102.32,43.42,,263.13,57.67,4.06275,110.33,14.95,,,165.98,42.352893,105.25,53.19,,69.934318,165.03,,,32.96,112.423221,104.87,154.2,140.69,,2.685,80.39,136.34,34.59,21.564645,81.38,49.13,192.746855,,,166.74,75.36,64.318715,56.73,,49.18,59.79,167.23,,60.48,154.304921,,26.62,75.86,98.2,,31.45,,72.231921,16.6525,38.393295,120.75,,44.21,166.46,50.31,104.250903,90.55,62.6,83.97,573.08,90.68,77.12,65.83,81.85,147.1,175.53,173.44,88.7,117.695322,128.82,146.49,39.875,,91.0,47.275,46.525,64.97,49.389,85.23,65.45,,,105.27,110.79,24.12,,,36.9,85.863116,66.78,42.9,6.8754,146.46,,68.45,35.08,,193.35,83.88,,,35.73,85.93,,142.55,,128.32,78.97,225.33
2017-08-31,13.0,116.26,63.25,,83.67,41.0,45.12,80.743194,,239.66,25.207,117.49,,,159.38,,68.513354,,71.76,133.3,59.04,46.96,10.232602,40.926379,14.78,117.492388,,40.38,201.35,36.54,,19.52278,,112.79,213.96,117.58,137.51,23.49,35.07,136.85,31.35,,93.69,122.9,16.598,305.39,86.50267,43.4,31.97,101.32,38.66,,272.21,55.11,4.236,112.96,17.08,,,160.89,41.66794,104.32,52.27,,70.612604,164.06,,,31.53,113.089887,105.36,147.57,144.0,,2.6625,79.6,150.06,35.61,23.726643,82.82,49.09,193.465247,,,162.57,70.57,66.69893,62.07,,50.94,64.72,176.74,,62.04,152.803244,,27.55,78.13,108.8,,32.21,,73.942654,18.6525,37.886629,119.38,,38.6,155.43,58.06,111.629777,96.03,56.85,80.62,605.09,88.12,77.58,66.99,87.16,141.37,187.14,183.48,87.04,110.855955,130.76,155.16,41.275,,90.5,47.762,46.9665,63.4,49.03,86.1,60.48,,,94.69,114.46,23.89,,,39.29,79.317274,69.48,39.9,6.3342,141.42,,68.03,33.13,,200.1,82.09,,,36.13,81.33,,140.76,,120.59,76.97,223.74
2017-09-30,12.75,136.31,66.04,,86.17,38.53,52.09,82.418364,,254.21,24.254,124.71,,,168.03,,73.768089,41.199855,76.79,128.61,62.84,45.88,11.104646,44.592556,14.04,115.721627,,45.93,205.58,40.38,,19.070545,,116.02,226.44,121.47,147.96,27.52,38.08,142.91,28.55,,106.0,131.68,18.504,310.29,94.580963,44.89,39.33,106.55,43.76,,287.72,56.04,4.46925,113.09,18.47,,,175.02,45.636635,108.66,51.84,,68.465679,178.21,,,33.17,119.346547,101.9,149.01,150.97,,2.21,83.06,159.18,37.29,22.739977,89.64,53.88,189.746759,,,179.75,75.75,65.285914,62.63,,53.36,64.2,186.27,,62.75,150.129341,,29.17,80.82,108.02,,33.63,,76.034534,12.23125,36.43663,120.56,,36.69,155.49,55.08,116.208656,95.07,54.35,77.77,626.16,84.87,76.96,68.97,88.4,142.02,189.2,179.52,96.26,113.591702,135.07,149.18,40.695,,91.91,48.686,47.9555,63.42,48.0675,90.46,61.39,,,95.52,112.26,25.34,,,39.47,84.348705,64.57,43.74,6.1566,142.55,,72.74,37.87,,199.45,78.78,,,38.46,87.93,,140.5,,124.41,80.09,237.19
2017-10-31,10.985,140.89,67.49,,91.3,42.26,56.43,83.239197,,257.98,26.391,135.8,,,176.88,,77.077523,43.032811,80.02,130.66,64.46,54.82,11.382958,45.518549,13.98,96.482547,,52.09,202.98,42.98,,19.254505,,125.82,232.83,128.21,156.52,28.85,45.49,147.42,28.28,,108.89,139.32,20.857,308.16,98.85883,47.4,44.31,121.67,44.42,,295.53,57.83,5.17025,117.05,21.32,,,182.61,47.31544,116.24,51.01,,70.636197,200.82,,,36.97,131.716535,113.86,157.78,161.55,,1.99,90.97,169.96,42.89,22.101978,96.69,52.74,205.964114,,,197.7,76.5,67.454554,66.53,,54.23,68.03,238.98,,64.47,159.874915,,28.14,85.92,116.29,,34.15,,81.787205,11.2425,34.076633,121.27,,37.85,166.17,58.81,125.119875,108.1,63.15,80.52,682.63,90.54,84.18,72.32,93.33,154.87,193.83,196.05,101.4,117.986359,142.36,175.16,41.945,,93.86,51.652,50.832,64.22,55.264,95.52,64.61,,,100.65,124.96,27.39,,,43.16,91.841054,66.39,44.84,5.438,150.82,,73.5,38.01,,219.09,82.27,,,37.64,91.15,,145.16,,125.31,84.13,242.48
2017-11-30,10.89,134.32,72.69,,86.11,42.9625,52.77,87.670022,,276.8,27.794,141.15,,,167.4,,78.86946,42.82452,77.78,135.92,64.82,62.1,11.614884,47.024075,13.92,87.533025,,49.17,207.16,43.09,,18.86359,,125.79,241.67,135.57,169.25,32.41,44.84,155.44,28.85,,102.24,144.5,19.233,319.12,99.976041,43.495,42.39,118.35,56.51,,307.4,57.5,5.01775,113.39,20.08,,,187.49,47.785506,116.85,66.34,,71.632984,193.08,,,38.56,133.139867,104.74,169.43,169.63,,2.205,94.44,186.24,40.47,20.589979,97.29,55.71,210.632634,,,221.31,76.9,59.588509,69.34,,56.37,69.24,260.88,,65.53,174.84571,,26.28,90.26,104.2,,37.3,,83.63976,14.6075,39.066628,134.2,,41.72,156.41,71.73,133.259867,102.01,54.05,82.13,629.21,94.11,85.4,73.68,89.96,156.0,192.76,197.17,99.93,113.601403,148.01,181.47,43.82,,102.66,51.8085,51.0705,67.83,58.8375,97.71,59.96,,,100.87,109.7,28.17,,,43.91,91.661716,65.64,48.79,6.0878,152.11,,75.5,40.7,,217.59,84.32,,,34.67,101.44,,157.06,,120.89,88.85,247.64
2017-12-31,10.28,127.89,72.47,,89.03,42.3075,51.12,84.83,,294.91,25.69,157.58,,,176.64,,81.517007,42.384135,79.01,134.18,69.69,67.52,11.587053,45.575242,18.96,83.512919,,49.52,203.45,40.99,,20.887152,,135.34,235.7,131.97,166.85,33.93,46.16,152.61,26.25,,105.07,141.65,18.407,321.05,105.342472,43.94,41.12,112.36,55.32,,306.91,63.58,4.8375,117.09,20.94,,,199.58,47.422884,116.82,64.02,,75.242649,196.35,,,41.84,136.679863,94.95,174.3,169.69,,2.0925,95.04,181.15,41.87,20.756646,104.44,56.59,203.82654,,,236.25,81.43,60.094777,68.2,,57.07,66.97,222.19,,64.64,164.004525,,24.79,90.58,109.45,,38.3,,82.27472,14.3475,37.569962,131.22,,42.75,156.38,69.0,121.646545,97.9,48.9,80.75,619.52,90.34,84.69,73.12,87.47,154.84,189.88,193.19,98.67,117.064742,153.09,175.24,43.89,,104.71,52.67,52.32,71.41,58.4735,99.31,59.58,,,100.84,104.83,29.52,,,41.82,99.213844,66.37,51.37,5.7806,146.13,,74.41,41.98,,228.57,96.02,,,37.74,107.43,,153.2,,123.15,90.71,254.76
2018-01-31,13.74,111.59,76.3,,91.88,41.8575,53.63,94.88,,354.37,24.803,162.78,,,188.0,,85.730482,44.978839,83.97,137.68,72.23,67.17,10.291786,47.887076,19.5,77.387043,,48.93,222.48,42.41,,23.04102,,135.95,237.54,143.48,173.67,34.58,48.14,150.3,25.43,,109.8,159.38,19.152,354.85,114.432939,47.61,43.72,119.12,61.5,,340.53,66.96,6.145,120.32,24.74,,,201.42,48.013823,118.73,68.25,,81.400314,197.29,,,55.2,139.036528,97.21,171.31,166.23,,2.2825,102.53,190.92,45.84,23.620643,109.67,58.67,235.214729,,,269.66,81.04,67.235424,72.26,,62.16,73.43,262.0,,72.03,186.131268,,27.96,96.41,105.44,,41.54,,89.773579,14.55,42.193291,144.54,,42.7,187.04,76.53,143.889856,102.19,46.3,85.89,675.26,99.46,100.79,80.16,90.92,164.38,224.11,215.61,100.2,123.322036,160.7,199.76,44.1,,98.77,59.111,58.497,70.34,72.5445,99.4,63.92,,,91.48,115.62,32.0,,,44.86,103.577739,71.61,53.34,6.4952,156.15,,78.48,45.9,,219.47,95.85,,,40.58,117.48,,172.66,,138.74,90.85,267.89
2018-02-28,12.11,100.43,75.74,,90.15,44.53,57.59,91.33,,362.21,24.646,154.63,,,168.17,,80.798618,41.836628,80.7,130.45,71.06,62.85,9.954042,48.378419,18.6,67.528212,,44.48,222.45,39.35,,18.694959,,131.05,262.01,136.8,161.44,32.01,49.29,141.25,27.09,,113.31,156.15,19.186,352.44,103.337222,44.465,48.81,117.06,60.55,,350.04,65.4,6.05,124.66,23.92,,,178.47,46.126846,112.44,65.0,,79.47162,180.8,,,53.4,133.859866,109.25,159.22,159.19,,1.81,103.09,185.95,45.4,22.870644,108.35,59.85,213.987437,,,261.55,81.34,65.769513,74.58,,60.33,68.59,262.52,,67.79,170.10317,,27.26,100.38,106.61,,44.78,,86.671214,14.035,44.556622,148.52,,38.83,187.23,75.09,142.149858,98.33,61.0,79.89,616.22,106.15,95.27,76.34,91.3,162.16,208.58,204.64,87.22,112.776799,161.01,209.13,44.44,,92.26,55.196,55.2365,62.95,75.6225,97.51,57.34,,,85.47,117.47,32.1,,,38.77,97.569911,66.91,53.02,6.3682,141.92,,75.49,43.49,,215.48,92.19,,,42.86,113.12,,169.94,,113.41,85.37,262.93
2018-03-31,10.05,92.74,75.97,,91.13,41.945,55.61,84.97,,327.88,23.565,147.38,,,162.09,,79.281121,37.914816,79.91,137.07,68.3,70.98,10.394985,48.831967,17.57,64.513132,,45.91,220.9,36.34,,17.660183,,121.78,257.76,142.51,156.66,30.68,52.08,136.91,28.73,,109.01,161.28,20.316,337.93,100.911824,45.68,52.14,115.77,61.69,,349.12,61.09,5.78975,117.0,24.46,,,171.03,45.750794,111.6,55.41,,74.210473,174.2,,,58.52,130.706536,100.26,147.54,153.2,,1.7,99.9,187.17,45.71,17.741982,103.89,58.97,227.814865,,,282.27,81.4,69.721426,76.92,,59.92,66.9,251.13,,65.04,166.027191,,27.32,109.69,106.74,,42.89,,86.786445,18.54,46.50662,144.61,,37.36,191.39,86.68,137.609862,98.11,63.8,80.22,575.03,105.3,98.47,75.72,93.36,160.92,206.46,198.65,88.29,105.782212,153.5,216.08,43.76,,94.8,51.857,51.5895,62.32,72.367,93.28,54.42,,,91.41,125.58,29.99,,,36.77,95.46767,65.58,52.22,6.4622,136.77,,67.5,41.98,,227.92,85.25,,,40.24,114.52,,169.37,,117.62,84.17,251.86
2018-04-30,10.88,96.96,69.8,,87.35,41.315,49.67,84.58,41.97,333.56,22.942,144.36,,,159.86,,74.825493,37.635112,75.03,144.77,66.41,70.91,10.545093,44.29019,15.21,67.336778,,45.01,201.31,36.74,,13.651383,,103.86,243.21,133.66,142.02,31.63,51.62,141.26,26.6,,101.74,156.42,18.506,320.84,100.959568,41.83,45.98,117.1,66.58,128.56,322.04,61.62,5.6225,104.9,22.08,,39.034739,164.62,45.18,105.88,51.01,,70.866225,164.53,,,57.89,122.553211,86.76,145.25,141.59,44.81,1.77,91.75,187.09,32.55,19.593314,101.43,62.14,237.931229,34.61,,281.35,88.81,59.535615,72.9,134.85,58.13,65.74,249.85,,69.5,177.649861,37.7325,28.72,107.21,104.19,,44.29,,88.922645,18.295,42.453291,163.09,,38.79,194.49,86.0,146.92652,95.76,50.45,80.13,559.93,109.83,94.64,73.36,94.52,169.42,210.35,188.41,88.21,111.729066,151.2,221.6,45.57,,97.82,50.929,50.8665,56.11,78.3065,98.75,56.0,,76.211537,92.82,125.9,29.92,2177.56,,40.06,90.28679,63.06,55.68,8.4666,135.67,70.33,68.27,41.49,81.82,233.13,92.86,,,37.88,114.35,115.14,173.18,33.17,121.29,86.74,238.33
2018-05-31,13.73,93.47,73.03,,97.18,46.7175,50.78,97.5,63.69,352.16,25.207,151.91,,,142.39,,77.21,38.152863,76.58,142.61,70.84,67.61,10.835927,45.789418,16.9,67.384636,,50.09,201.71,42.7,,13.528743,,107.69,221.07,138.68,143.7,32.87,55.2,122.13,28.28,,113.23,150.47,19.818,314.54,107.061258,48.69,57.59,131.81,68.32,125.58,327.25,64.19,6.30475,114.0,25.13,,38.151906,170.9,43.64,100.92,58.12,,73.620659,175.41,,,56.35,126.41654,98.61,147.82,139.24,49.425,2.41,93.08,201.46,37.91,18.981981,111.91,66.58,247.980793,33.06,,308.99,97.51,63.10216,70.4,153.45,61.53,61.92,331.95,,70.84,169.773721,37.5725,30.39,115.45,107.52,,42.71,,88.000799,21.9975,45.769954,173.11,,37.89,208.21,93.79,153.22318,98.93,58.75,86.32,550.74,107.34,102.81,74.33,103.84,174.02,208.27,192.62,93.0,108.178416,155.74,249.28,45.06,,93.48,55.0,54.2495,55.74,81.481,98.3,52.79,,74.623401,93.35,129.1,29.04,2109.37,,42.45,93.654362,62.28,55.62,8.6036,130.69,69.38,66.69,40.85,75.36,223.08,87.41,,,37.72,123.18,121.04,184.03,30.58,132.74,84.83,225.88
2018-06-30,14.99,94.33,72.16,,95.92,46.2775,46.19,91.63,63.18,335.51,24.264,135.67,,,133.0,,73.2,39.230022,74.74,140.33,69.14,52.66,10.385603,48.573696,17.26,65.135291,,51.73,186.41,39.4,,13.038182,,105.74,216.79,136.48,138.54,29.39,49.71,123.96,27.66,,102.53,144.54,17.285,295.43,104.893678,45.475,52.44,133.67,78.53,128.46,307.7,62.5,5.9225,109.27,22.235,,37.986374,155.85,42.08,103.73,56.12,,73.74452,166.23,,,56.47,135.856531,96.65,160.72,132.81,45.97,2.365,90.06,199.06,38.07,22.86331,110.25,65.91,256.167403,32.86,,308.4,98.58,58.492854,67.38,143.24,60.99,61.84,342.14,,73.84,183.541643,36.9875,32.7,115.1,112.26,,43.03,,87.468965,23.745,48.523285,172.45,,39.75,217.94,85.7,159.493174,99.82,57.9,85.61,578.63,116.37,103.58,73.23,105.01,168.86,207.14,193.59,99.29,108.110507,163.59,243.81,43.02,,91.27,56.4595,55.7825,56.79,84.99,98.0,53.02,,25.153421,103.49,131.09,28.19,2027.44,,43.31,91.562084,57.31,51.1,8.6274,127.02,66.86,66.92,38.9,78.99,218.87,107.06,,,36.26,124.33,120.19,193.32,28.7,132.9,81.41,220.57
