Date,NVDA.O,AAPL.O,GOOG.O,GOOGL.O,AVGO.O,TSLA.O,MU.O,AMD.O,AMAT.O,LRCX.O,INTC.O,KLAC.O,TXN.O,ADI.O,QCOM.O,RTX.N,BA.N,LMT.N,NOC.N,GD.N,CAT.N,GE.N,ETN.N,PH.N,HWM.N,FCX.N,WDC.O,STX.O,HON.O,.MVREMXTR,MARKET,CSI_RE
2016-04-05,-0.0013976242666379,-0.0118590988364664,-0.0101006192192527,-0.0085976023302333,-0.0063014611808873,0.0337570899088637,-0.037740327982847,-0.0250460319260876,-0.0104464387786271,-0.0130132575235642,-0.0031298930089277,-0.0063361093517873,-0.0001732651827949,-0.0047765358641534,-0.0115172043528389,-0.0040973426970397,0.0054465935648149,0.0066259275209546,0.005403408858812,-0.0064754730519455,-0.0063593219082925,-0.0080373352372255,-0.0367401530222675,-0.0085075754411867,0.0010632476633417,-0.0085288363475204,-0.0473539695072106,-0.0207807508085686,-0.006864911525232,-0.0117405173427201,-0.0058809995081872,
2016-04-06,0.0013976242666379,0.0104181763969541,0.0106371790786695,0.0124457928877499,0.0160607476969073,0.0382085104034255,0.0067082187351184,0.0143887374520996,0.0052368603376825,0.0113201866148405,0.0056267732075149,0.0050995906808064,0.0112002549317097,0.011560822401076,0.0109247287751245,0.0050941621076067,0.0070599602935743,0.0044665635340648,-0.0008408141554289,0.0067032548379804,-0.0002658513906392,-0.0025856493868516,-0.0140072325185007,0.0058624332047771,0.0095188798563654,0.0284979707414498,0.013281000877948,0.0258350205245327,0.0113859920700781,-0.0019330142445146,0.0104761151111808,0.001766154138533275
2016-04-07,-0.0103889745292739,-0.0220510073713173,-0.0072814712316971,-0.0104045592743195,-0.0164478444759346,-0.0314594582342312,0.0038131600064141,-0.0588405000229333,-0.012422519998557,-0.0170902597104668,-0.0166591940110915,-0.0086987086301747,-0.0209513334137652,-0.013614914188014,-0.0117239296168642,0.0051674465940044,-0.0072961528703523,-0.000662090907195,-0.0076990321935133,-0.0025084578544328,-0.0140573972937235,-0.008776263231215,-0.0011761742093548,-0.004210147167043,-0.0021075104236873,-0.082386763962363,-0.0334235871828492,-0.0182557815744998,-0.0123705607256314,-0.0178324762955563,-0.0144058022967426,-0.021630051477386784
2016-04-08,0.0064706935576137,0.0011049724881182,-0.0015276156624487,-0.0008554939682979,0.0075855339298439,-0.0281131214133657,0.0197839707537962,0.037179003241754,-0.0004808848373508,-0.0012319824152786,0.0025324483303352,-0.0005548619923186,0.0128652678500937,0.0075111312499962,0.0105379243384882,0.0042530227944153,0.0069052377330494,-0.0007950881641524,9.972078189348956e-05,0.0115022077795107,0.0024239171576973,0.005210044461604,0.0072033145038792,0.0080387753625185,-0.0116712218451899,0.0528175558394143,-0.0034742485504091,0.0036177308073478,0.0040216322235737,0.0138431340921976,0.0014575239695407,-0.0058148252370456635
2016-04-11,0.006150424755601,0.0033076105127578,-0.0041348982824387,-0.0025444803149563,-0.0034642066976691,-0.000600012606265,-0.025509177231836,0.0072727593290796,0.0071891035724692,0.0032000027306708,0.0012638232329909,0.0013865781478322,-0.0012099215027133,-0.0034071583216141,0.0086648828857237,0.0080605964530026,0.0002345674196609,-0.0073179171233227,-0.0052989526109856,-0.0076281477099723,0.003758898237132,-0.0026016325662097,0.0117814355338236,0.0052631700442746,0.0387280219761843,0.0450573855657487,0.0258803214148762,0.0513233872239531,-0.0016067046199713,0.0234453522071624,0.0010009537463963,0.02518929852552679
2016-04-12,-0.0011154490838656,0.0129410354258189,0.0094511888692028,0.0089102083717492,-0.0011574075366119,-0.0084381987700552,-0.0271597683503513,0.0179538036165958,-0.0004776689844825,0.0002457304349507,0.0059814439313538,-0.0002771618643019,0.0106658502942986,0.0034071583216141,-0.0035356548323077,0.009160952541961,0.012122302459254,0.0059028642649311,0.0034525064941504,0.0124318798327009,0.0195056937243441,0.0032509777230066,0.0150624982642386,0.009368593881362,-0.0270568001309945,0.0663938685876798,-0.0058957314770797,0.0017137964777348,0.0096902534341659,0.0134478348255578,0.0051155483110454,-0.007524913148001683
2016-04-13,0.0248014916802499,0.014383563329954,0.0115467462545369,0.0098814132762309,0.0257230530183476,0.0267160374659654,0.0674840313673281,-0.0035650661644962,0.0179929096526174,0.0171735540371141,0.0084388686458648,0.0103413537947325,0.0124140698061039,0.0168638060520047,0.0214140945038165,0.0147337742930546,0.0128162607649174,0.001768503423174,0.0046345982840094,0.0057490732133153,0.0390438047534618,0.0055025229996655,0.0240820756557279,0.0060785026703291,0.0321771775285134,0.0367100044056545,0.0187005587475853,-0.0321906872720519,0.0150154305090252,0.0172408832316011,0.0176194779041035,0.027969216665104983
2016-04-14,0.0027181316001264,0.0005353796862064,0.0019668825945972,0.004498165666272,-0.0041470370460894,-0.0105453400707875,-0.0451204352804696,-0.0289875368732521,0.0079458235301383,-0.0145970235644573,-0.010323883341636,-0.0056400177018262,0.0008446659848425,-0.0060382605470823,-0.0019278972618706,0.0006689279424315,-0.0022138258593184,-0.004160955053904,-0.0049843097755958,-0.0055993277802714,-0.0010115059656208,0.0012903252818528,-0.0073237073088875,0.0005345687939132,0.0222230814368088,-0.0083527167757283,-0.068833429385854,-0.2243969152855646,-0.0019192253447412,0.0123451844823138,-0.002183001281608,0.0005239217539332164
2016-04-15,0.0078410568018825,-0.020275531247495,0.0076709806126328,0.0059277910994827,-0.0211900645973399,0.0104667214158368,0.0275029188896267,-0.0073801072976225,-0.0004656577499743,0.0003675344604926,-0.0107493921559993,0.0005516480625347,-0.0049090238236232,-0.0132093368601987,-0.0147747633206261,-0.0010513804281263,0.002137568567178,0.0016398895641802,0.0087063060825278,0.0092406947139587,0.0015168755278613,0.0003223179745274,0.0039869281741196,0.012832602312111,0.0,0.0120427578631821,-0.0323196662385735,-0.0577010133388766,0.0009600779635969,-0.0032912042593344,-0.0006470765703513,-0.0003633886208537714
2016-04-18,-0.0043184952404482,-0.0218110150833286,0.0099764200783195,0.009797996326253,0.002633355194006,-0.0024784160462316,0.0185362119079153,0.0219789067187751,0.0041831341501066,0.0051313490723959,0.0060212509600534,0.0030286366762809,0.000339328133558,0.0006816632847458,0.0095507986496311,0.0053409731148531,0.0063854264854051,0.0058726297489498,0.0044974993645105,0.0109185887364487,0.0010099735740476,0.0009663445133073,-0.0023902489270355,-0.0029942778866414,0.0079602894565895,0.014625489218979,0.0132484775969717,0.0073973473393438,0.0072145949165859,-0.0151239631857806,-7.651675790314635e-05,-0.01582506593794937
